,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
3569,Radiata Stories,Role-Playing,T,PS2,Square Enix,tri-Ace,7.7,,0.65,0.18,0.14,0.29,0.05,2005,1,,7.7
3586,Wall-E,Platform,E,PSP,THQ,Heavy Iron Studios,7.7,,0.65,0.29,0.22,,0.14,2008,1,,7.7
3567,Dead or Alive 5,Fighting,M,PS3,Tecmo Koei,Team Ninja,7.6,,0.65,0.23,0.15,0.21,0.07,2015,1,,7.6
3574,F-Zero GX,Racing,T,GC,Nintendo,Amusement Vision,8.4,,0.65,0.41,0.11,0.12,0.02,2003,1,,8.4
3575,Disney's Chicken Little,Platform,E10,PS2,Buena Vista,Avalanche Software,6.3,,0.65,0.32,0.25,,0.08,2005,1,,6.3
3577,Scene It? Box Office Smash,Misc,T,X360,Microsoft Game Studios,Krome Studios / Screenlife Games,7.6,,0.65,0.33,0.25,,0.07,2008,1,,7.6
3571,MX vs. ATV Untamed,Racing,E,PSP,THQ,Rainbow Studios,5.6,,0.65,0.35,0.18,,0.13,2007,1,,5.6
3542,Legend of Legaia,Role-Playing,E,PS,Sony Computer Entertainment,Contrail,8.1,,0.66,0.37,0.25,,0.04,1999,1,,8.1
3546,The Sims: Bustin' Out,Simulation,T,GC,Electronic Arts,Maxis,7.9,,0.66,0.43,0.2,,0.03,2003,1,,7.9
3536,Madagascar,Platform,E10,GC,Activision,Toys for Bob,6.8,,0.66,0.52,0.13,,0.02,2005,1,,6.8
3535,Ratatouille,Platform,E,PSP,THQ,Locomotive Games,6.6,,0.66,0.22,0.28,,0.16,2007,1,,6.6
3549,Fist of the North Star: Ken's Rage,Action,M,PS3,Tecmo Koei,Tecmo Koei Games,4.8,,0.66,0.06,0.03,0.55,0.01,2010,1,,4.8
3556,Disney's Kim Possible 2: Drakken's Demise,Platform,E,GBA,Disney Interactive Studios,Artificial Mind and Movement,8.3,,0.66,0.47,0.17,,0.01,2004,1,,8.3
3554,Suikoden IV,Role-Playing,T,PS2,Konami,Konami Computer Entertainment Tokyo,6.3,,0.66,0.17,0.13,0.3,0.05,2005,1,,6.3
3555,Gods Eater Burst,Action,T,PSP,D3 Publisher,Shift,7.1,,0.66,0.03,0.0,0.62,0.0,2011,1,,7.1
3562,Shaun White Snowboarding,Sports,T,PS3,Ubisoft,Ubisoft Montreal,6.0,,0.66,0.31,0.24,0.01,0.1,2008,1,7.0,6.5
3518,Book of Spells,Misc,E10,PS3,Sony Computer Entertainment,SCEE London Studio,6.5,,0.66,0.16,0.4,,0.11,2012,1,,6.5
3522,London 2012: The Official Video Game of the Olympic Games,Sports,E,PS3,Sega,Sega Studios Australia,6.2,,0.66,0.06,0.49,,0.12,2012,1,,6.2
3514,NHL 13,Sports,E10,PS3,Electronic Arts,EA Canada,8.3,,0.66,0.33,0.23,,0.1,2012,1,,8.3
3505,Final Fantasy Crystal Chronicles: Ring of Fates,Role-Playing,E10,DS,Square Enix,Square Enix,7.7,,0.66,0.22,0.01,0.42,0.02,2008,1,,7.7
3507,Command & Conquer: Red Alert 3,Strategy,T,PC,Electronic Arts,EA Los Angeles,8.2,,0.66,0.01,0.64,,0.02,2008,1,,8.2
3510,WWE SmackDown vs. RAW 2007,Fighting,T,PSP,THQ,Yuke's,7.8,,0.66,0.33,0.2,,0.14,2006,1,,7.8
3520,2014 FIFA World Cup Brazil,Sports,E,PS3,EA Sports,EA Canada,7.9,,0.66,0.15,0.4,0.01,0.1,2014,1,,7.9
3528,Darkstone,Role-Playing,T,PS,Take-Two Interactive,Delphine Software International,6.7,,0.66,0.37,0.25,,0.04,2001,1,,6.7
3525,Castlevania: Lords of Shadow,Action,M,X360,Konami,Mercury Steam,7.9,,0.66,0.42,0.17,0.01,0.05,2010,1,,7.9
3537,NHL 10,Sports,E10,X360,EA Sports,EA Canada,9.1,,0.66,0.51,0.1,,0.06,2009,1,8.6,8.85
3495,Mass Effect,Role-Playing,M,PC,Electronic Arts,BioWare / Demiurge Studios,9.1,,0.67,,0.59,,0.07,2008,1,8.7,8.899999999999999
3503,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E,GBA,Buena Vista,Amaze Entertainment,6.8,,0.67,0.48,0.18,,0.01,2005,1,,6.8
3502,Blazing Angels: Squadrons of WWII,Simulation,T,PS3,Ubisoft,Ubisoft Romania,6.8,,0.67,0.35,0.22,,0.1,2006,1,,6.8
3500,Napoleon: Total War,Strategy,T,PC,Sega,The Creative Assembly,8.5,,0.67,0.02,0.54,,0.11,2010,1,,8.5
3499,Madden NFL 10,Sports,E,PSP,EA Sports,EA Tiburon,8.0,,0.67,0.5,0.08,,0.09,2009,1,,8.0
3497,100 Classic Books,Misc,,DS,Nintendo,Genius Sonority Inc.,4.0,,0.67,0.12,0.52,,0.02,2010,1,,4.0
3489,Wild ARMs 2,Role-Playing,E,PS,Sony Computer Entertainment,Media.Vision,6.5,,0.67,0.19,0.13,0.31,0.04,2000,1,,6.5
3487,Resident Evil VII: Biohazard,Action,,PC,Capcom,Capcom,7.9,,0.67,,,,,2017,1,,7.9
3490,Unreal Tournament III,Shooter,M,PS3,Midway Games,Epic Games,8.6,,0.67,0.33,0.24,,0.1,2007,1,8.7,8.649999999999999
3477,Disney Infinity,Action-Adventure,E10,WiiU,Disney Interactive Studios,Avalanche Software,7.6,,0.67,0.37,0.24,,0.06,2013,1,,7.6
3479,Diablo III: Eternal Collection,Action,M,NS,Blizzard Entertainment,Blizzard Entertainment,9.0,,0.67,0.38,0.22,0.01,0.06,2018,1,8.0,8.5
3475,Contra: Legacy of War,Shooter,T,PS,Konami,Appaloosa Interactive,6.5,,0.67,0.37,0.25,,0.04,1996,1,,6.5
3470,Call of Duty: Ghosts,Shooter,M,PC,Activision,Infinity Ward,8.8,,0.67,0.26,0.36,,0.05,2013,1,,8.8
3465,Need for Speed: Shift 2 Unleashed,Racing,E10,PS3,Electronic Arts,Slightly Mad Studios,8.4,,0.67,0.2,0.36,,0.12,2011,1,,8.4
3467,Spider-Man 3,Platform,T,PS3,Activision,Treyarch,6.6,,0.67,0.26,0.29,0.02,0.11,2007,1,,6.6
3486,The Sims 3,Simulation,E10,DS,Electronic Arts,The Sims Studio,7.5,,0.67,0.38,0.23,,0.06,2010,1,,7.5
3463,NHL 13,Sports,E10,X360,Electronic Arts,EA Canada,8.2,,0.68,0.51,0.11,,0.06,2012,1,,8.2
3459,.hack//Mutation Part 2,Role-Playing,T,PS2,Bandai,CyberConnect2,7.5,,0.68,0.23,0.18,0.2,0.06,2003,1,,7.5
3452,Suikoden II,Role-Playing,T,PS,Konami,Konami,8.5,,0.68,0.15,0.1,0.38,0.04,1999,1,,8.5
3451,Bushido Blade 2,Fighting,T,PS,Square EA,Light Weight,7.5,,0.68,0.25,0.17,0.22,0.04,1998,1,,7.5
3445,Iron Man,Action,T,PS3,Sega,Secret Level,5.1,,0.68,0.32,0.25,,0.11,2008,1,,5.1
3439,SpaceChem,Puzzle,,PC,Unknown,Zachtronics Industries,9.0,,0.68,,,,,2011,1,,9.0
3437,The Last Remnant,Role-Playing,M,X360,Square Enix,Square Enix,6.5,8.0,0.68,0.25,0.2,0.18,0.06,2008,1,6.5,7.0
3432,Test Drive Unlimited 2,Racing,T,X360,Atari,Eden Studios,6.8,,0.68,0.3,0.32,0.0,0.06,2011,1,,6.8
3436,Rayman Legends,Platform,E10,WiiU,Ubisoft,Ubisoft Montpellier,9.5,,0.68,0.25,0.35,0.03,0.05,2013,1,,9.5
3433,Hot Shots Golf: Open Tee 2,Sports,E,PSP,Sony Computer Entertainment,Clap Hanz,8.0,,0.68,0.21,0.11,0.28,0.08,2008,1,,8.0
3428,Baldur's Gate: Dark Alliance II,Role-Playing,T,PS2,Interplay,Black Isle Studios,7.8,,0.68,0.34,0.26,,0.09,2004,1,,7.8
3419,X-Men Origins: Wolverine - Uncaged Edition,Action,M,X360,Activision,Raven Software,7.1,,0.69,0.42,0.21,,0.06,2009,1,6.2,6.65
3422,IL-2 Sturmovik: Birds of Prey,Simulation,T,PS3,505 Games,Gaijin Entertainment,8.0,,0.69,0.34,0.25,,0.1,2009,1,,8.0
3423,The Lord of the Rings: The Return of the King,Action,T,GC,Electronic Arts,"Hypnos Entertainment, Inc.",8.7,,0.69,0.53,0.14,,0.02,2003,1,,8.7
3426,Rayman Legends,Platform,E10,NS,Ubisoft,Ubisoft Montpellier,4.5,,0.69,0.23,0.4,,0.05,2017,1,,4.5
3425,Mario Party: The Top 100,Misc,E,3DS,Nintendo,"Nd Cube Co., Ltd.",5.0,,0.69,0.23,0.17,0.24,0.04,2017,1,,5.0
3416,Top Spin 4,Sports,E,PS3,2K Sports,2K Czech,8.2,,0.69,0.17,0.4,,0.12,2011,1,,8.2
3414,Dragon Ball Z: Budokai,Fighting,T,GC,Atari,Pyramid,6.8,,0.69,0.53,0.14,,0.02,2003,1,,6.8
3413,Fortnite,Shooter,T,NS,Warner Bros. Interactive Entertainment,Epic Games,8.5,,0.69,0.38,0.24,0.01,0.06,2018,1,,8.5
3404,The Evil Within,Misc,M,XOne,Bethesda Softworks,Tango Gameworks,7.9,,0.69,0.36,0.27,0.0,0.06,2014,1,,7.9
3406,The Sly Collection,Platform,E10,PS3,Sony Computer Entertainment,Sanzaru Games,8.7,,0.69,0.52,0.08,0.01,0.08,2010,1,,8.7
3402,Mortal Kombat: Shaolin Monks,Action,M,PS2,Midway Games,Midway Studios Los Angeles,8.0,,0.69,0.58,0.02,,0.09,2005,1,,8.0
3408,Terraria,Action-Adventure,T,X360,505 Games,Engine Software,7.8,,0.69,0.35,0.29,,0.06,2013,1,,7.8
3403,MX vs. ATV Unleashed: On the Edge,Racing,E,PSP,THQ,Rainbow Studios,7.3,,0.69,0.64,0.0,,0.05,2006,1,,7.3
3396,Metal Gear Solid: Portable Ops Plus,Action,T,PSP,Konami,Kojima Productions,6.9,,0.69,0.26,0.01,0.26,0.17,2007,1,,6.9
3395,MotionSports,Sports,T,X360,Ubisoft,Ubisoft Milan,4.1,,0.69,0.38,0.25,,0.07,2010,1,,4.1
3401,Halo 2 Multiplayer Map Pack,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,8.6,,0.69,0.54,0.13,,0.02,2005,1,,8.6
3418,Kirby's Dream Collection: Special Edition,Platform,E10,Wii,Nintendo,HAL Laboratory,8.0,,0.69,0.33,,0.33,0.03,2012,1,,8.0
3368,Jade Empire,Role-Playing,M,XB,Microsoft Game Studios,BioWare Corp.,9.0,,0.7,0.48,0.19,,0.03,2005,1,,9.0
3385,Monster Hunter Stories,Role-Playing,E10,3DS,Capcom,Marvelous,8.1,,0.7,0.14,0.15,0.39,0.03,2017,1,,8.1
3386,TimeSplitters 2,Shooter,T,PS2,Eidos Interactive,Free Radical Design,9.1,,0.7,0.34,0.27,,0.09,2002,1,,9.1
3389,Classic NES Series: Zelda II: The Adventure of Link,Adventure,E,GBA,Nintendo,Nintendo EAD,6.6,,0.7,0.37,0.14,0.17,0.01,2004,1,,6.6
3384,The Sims: Medieval,Simulation,T,PC,Electronic Arts,The Sims Studio,7.2,,0.7,0.29,0.32,,0.09,2011,1,,7.2
3371,NHL 12,Sports,E10,X360,EA Sports,EA Canada,8.8,,0.7,0.55,0.1,,0.05,2011,1,,8.8
3387,Rocksmith 2014,Music,T,PC,Ubisoft,Ubisoft San Francisco,9.0,,0.7,0.39,0.24,,0.06,2016,1,,9.0
3380,Transformers: Revenge of the Fallen,Action,T,PS3,Activision,Luxoflux Corp.,6.5,,0.7,0.28,0.3,,0.12,2009,1,7.0,6.75
3388,Driver: San Francisco,Racing,T,X360,Ubisoft,Ubisoft Reflections,8.1,,0.7,0.25,0.37,0.0,0.07,2011,1,,8.1
3374,Ape Escape: On the Loose,Platform,E,PSP,Sony Computer Entertainment,SIMS,6.6,,0.7,0.52,0.01,0.12,0.05,2005,1,,6.6
3390,LEGO Rock Band,Misc,E10,Wii,Warner Bros. Interactive,TT Games / Harmonix Music Systems,6.8,,0.7,0.41,0.22,,0.06,2009,1,6.8,6.8
3372,Advance Wars,Strategy,E,GBA,Nintendo,Intelligent Systems,9.4,,0.7,0.5,0.19,,0.01,2001,1,,9.4
3382,Mafia,Action,M,PS2,Gathering of Developers,Illusion Softworks,6.5,,0.7,0.34,0.27,,0.09,2004,1,,6.5
3378,James Bond 007: Blood Stone,Action,T,PS3,Activision,Bizarre Creations,6.2,,0.7,0.18,0.37,0.02,0.12,2010,1,,6.2
3347,Ace Attorney Investigations: Miles Edgeworth,Adventure,T,DS,Capcom,Capcom,7.7,,0.7,0.23,0.14,0.3,0.04,2010,1,8.4,8.05
3369,Chocobo's Dungeon 2,Role-Playing,E,PS,Square EA,SquareSoft,6.2,,0.7,0.04,0.03,0.58,0.05,1999,1,,6.2
3361,Infinite Undiscovery,Role-Playing,T,X360,Square Enix,tri-Ace,6.8,,0.7,0.34,0.18,0.12,0.06,2008,1,,6.8
3362,F-14 Tomcat,Action,E,GBA,Majesco,Virtucraft,6.9,,0.7,0.5,0.19,,0.01,2001,1,,6.9
3360,Madden NFL 2005,Sports,E,GC,EA Sports,EA Tiburon,9.2,,0.7,0.54,0.14,,0.02,2004,1,,9.2
3349,Two Worlds II,Role-Playing,M,PC,SouthPeak Interactive,Reality Pump,6.9,,0.7,,,,,2011,1,,6.9
3348,Tony Hawk's Underground,Sports,T,GC,Activision,Neversoft Entertainment,9.0,,0.7,0.54,0.14,,0.02,2003,1,,9.0
3366,RIFT,Role-Playing,T,PC,Unknown,Trion Worlds,8.3,,0.7,0.47,0.16,,0.08,2011,1,,8.3
3342,Resident Evil 4,Action,M,PC,Ubisoft,SourceNext,8.0,,0.7,,,,,2007,1,,8.0
3392,Disney's Chicken Little,Platform,E,GBA,Buena Vista,A2M,7.9,,0.7,0.5,0.18,,0.01,2005,1,,7.9
3351,FIFA Soccer 11,Sports,E,DS,EA Sports,Exient Entertainment,7.0,,0.7,0.13,0.49,,0.08,2010,1,,7.0
3345,Spider-Man 2,Action,T,PSP,Activision,Vicarious Visions,6.4,,0.7,0.35,0.21,,0.14,2005,1,,6.4
3309,SoulCalibur VI,Fighting,T,PS4,Bandai Namco Games,Project Soul,,,0.71,0.44,0.11,0.04,0.12,2018,1,7.0,7.0
3335,South Park,Shooter,M,PS,Acclaim Entertainment,Appaloosa Interactive,1.7,,0.71,0.39,0.27,,0.05,1999,1,,1.7
3339,Plants vs Zombies: Garden Warfare,Shooter,E10,XOne,Electronic Arts,PopCap Games,7.6,,0.71,0.39,0.25,0.0,0.06,2014,1,,7.6
3332,LEGO Harry Potter: Years 1-4,Adventure,E10,PSP,Warner Bros. Interactive,Traveller's Tales,7.5,,0.71,0.14,0.38,,0.19,2010,1,,7.5
3328,DEFCON: Everybody Dies,Strategy,T,PC,Encore,Introversion,8.2,,0.71,,,,,2007,1,,8.2
3325,Madden NFL 09,Sports,E,PSP,EA Sports,EA Tiburon,6.9,,0.71,0.65,0.0,,0.06,2008,1,,6.9
3326,Monster Hunter 3 Ultimate,Role-Playing,,WiiU,Capcom,Capcom,8.7,,0.71,0.24,0.2,0.22,0.04,2013,1,,8.7
3307,Astro Bot Rescue Mission,Platform,E10,PS4,Sony Interactive Entertainment,SIE Japan Studio,8.5,,0.71,0.22,0.36,0.02,0.11,2018,1,,8.5
3336,Catherine,Puzzle,M,PS3,Atlus,Atlus,7.9,,0.71,0.3,0.15,0.2,0.06,2011,1,,7.9
3338,Doom 3: Resurrection of Evil,Shooter,M,XB,Activision,Nerve Software,8.2,,0.71,0.53,0.15,,0.03,2005,1,,8.2
3304,Risen 2: Dark Waters,Role-Playing,M,PC,Deep Silver,Piranha Bytes,6.6,,0.71,,,,,2012,1,,6.6
3321,Blast Corps,Action,E,N64,Nintendo,Rare Ltd.,9.1,,0.71,0.39,0.09,0.17,0.06,1997,1,,9.1
3317,Madden NFL 08,Sports,E,PSP,EA Sports,EA Tiburon,7.3,,0.71,0.6,0.04,,0.07,2007,1,,7.3
3316,The LEGO Movie Videogame,Action-Adventure,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,6.0,,0.71,0.26,0.32,0.01,0.11,2014,1,,6.0
3314,God of War: Origins Collection,Action,M,PS3,Sony Computer Entertainment,Ready at Dawn,8.6,,0.71,,,,,2011,1,,8.6
3312,Conker: Live And Reloaded,Action-Adventure,M,XB,Microsoft Game Studios,Rare Ltd.,8.1,,0.71,0.49,0.2,,0.02,2005,1,,8.1
3310,Godzilla: Destroy All Monsters Melee,Fighting,T,GC,Atari,"Pipeworks Software, Inc.",7.5,,0.71,0.55,0.14,,0.02,2002,1,,7.5
3313,Silent Hill 3,Adventure,M,PS2,Konami,Team Silent,8.4,9.0,0.71,0.35,0.27,,0.09,2003,1,,8.7
3300,Mortal Kombat (2011),Fighting,M,PSV,Warner Bros. Interactive Entertainment,NetherRealm Studios,8.8,,0.71,0.42,0.15,,0.15,2012,1,,8.8
3303,Virtua Fighter 4: Evolution,Fighting,T,PS2,Sega,Sega-AM2,8.9,,0.71,0.35,0.27,,0.09,2003,1,,8.9
3315,Yu-Gi-Oh! The Falsebound Kingdom,Strategy,E,GC,Konami,Konami,4.4,,0.71,0.49,0.13,0.07,0.02,2003,1,,4.4
3301,DiRT 3,Racing,T,X360,Codemasters,Codemasters,9.1,,0.71,0.23,0.4,0.01,0.07,2011,1,9.1,9.1
3318,Spyro: Enter the Dragonfly,Platform,E,GC,VU Games,Equinoxe,5.0,,0.71,0.55,0.14,,0.02,2002,1,,5.0
3277,Kirby: Canvas Curse,Platform,E,DS,Nintendo,HAL Laboratory,8.9,,0.72,0.36,0.0,0.32,0.03,2005,1,,8.9
3289,Battlefield: Bad Company 2,Shooter,M,PC,Electronic Arts,EA Digital Illusions CE,8.8,,0.72,0.19,0.53,,,2010,1,8.8,8.8
3276,Yakuza 2,Adventure,M,PS2,Sega,Sega,7.9,,0.72,,,,,2008,1,,7.9
3293,Mx vs. ATV Reflex,Racing,E,X360,THQ,Rainbow Studios,7.4,,0.72,0.52,0.14,,0.06,2009,1,,7.4
3292,F1 2011,Racing,E,X360,Codemasters,Codemasters Birmingham,8.5,,0.72,0.11,0.5,0.01,0.09,2011,1,8.2,8.35
3286,Blur,Racing,E10,PS3,Activision,Bizarre Creations,8.3,,0.72,0.22,0.37,0.02,0.12,2010,1,,8.3
3265,Rabbids Go Home,Platform,E,DS,Ubisoft,Ubisoft Montpellier,8.8,,0.72,0.35,0.3,,0.07,2009,1,,8.8
3288,James Cameron's Avatar: The Game,Action,T,Wii,Ubisoft,Ubisoft Montreal,5.9,,0.72,0.32,0.32,,0.07,2009,1,,5.9
3271,MLB 09: The Show,Sports,E,PS3,Sony Computer Entertainment,SCE San Diego Studio,8.9,,0.72,0.66,,,0.06,2009,1,8.5,8.7
3263,Monster Hunter Generations Ultimate,Action,T,NS,Capcom,Capcom,7.7,,0.72,0.27,0.14,0.27,0.04,2018,1,4.0,5.85
3257,James Bond 007: Agent Under Fire,Shooter,T,GC,Electronic Arts,EA Redwood Shores,7.5,,0.72,0.56,0.15,,0.02,2002,1,,7.5
3262,XCOM: Enemy Unknown,Strategy,M,PC,2K Games,Firaxis Games,9.0,,0.72,0.28,0.37,,0.07,2012,1,,9.0
3258,Indiana Jones and the Staff of Kings,Action,T,Wii,LucasArts,Artificial Mind and Movement,5.1,,0.72,0.36,0.29,,0.07,2009,1,6.0,5.55
3273,Tiger Woods PGA Tour 07,Sports,E,PS2,EA Sports,EA Redwood Shores,7.8,,0.72,0.6,0.02,,0.1,2006,1,,7.8
3279,Madden NFL 10,Sports,E,Wii,EA Sports,EA Tiburon,7.5,,0.72,0.62,0.04,,0.06,2009,1,,7.5
3247,NCAA Football 07,Sports,E,X360,Electronic Arts,Electronic Arts,8.0,,0.73,0.67,,,0.06,2006,1,,8.0
3239,Croc 2,Platform,E,PS,Fox Interactive,Argonaut Games,6.5,,0.73,0.41,0.28,,0.05,1999,1,,6.5
3250,Star Ocean: The Last Hope International,Role-Playing,T,PS3,Square Enix,tri-Ace,8.1,9.5,0.73,0.28,0.15,0.22,0.07,2010,1,8.2,8.6
3251,Katamari Damacy,Puzzle,E,PS2,Namco,Namco,8.5,,0.73,0.47,0.02,0.17,0.08,2004,1,,8.5
3241,MLB 14 The Show,Sports,E,PS4,Sony Computer Entertainment,SCE San Diego Studio,8.3,,0.73,0.59,,,0.14,2014,1,,8.3
3245,Madden NFL 11,Sports,E,Wii,EA Sports,EA Tiburon,6.8,,0.73,0.68,,,0.05,2010,1,,6.8
3240,NHL 11,Sports,E10,X360,EA Sports,EA Canada,8.8,,0.73,0.61,0.07,,0.05,2010,1,,8.8
3235,WWE SmackDown vs. Raw 2010,Fighting,T,Wii,THQ,JAKKS Pacific,7.8,,0.73,0.49,0.17,,0.06,2009,1,,7.8
3234,MLB 10: The Show,Sports,E,PS3,Sony Computer Entertainment,SCEA San Diego Studios,8.6,,0.73,0.67,,,0.06,2010,1,,8.6
3227,Crysis 2,Shooter,M,PC,Electronic Arts,Crytek,8.7,,0.73,0.16,0.45,,0.12,2011,1,,8.7
3224,Brink,Shooter,T,PS3,Bethesda Softworks,Splash Damage,7.1,,0.73,0.29,0.32,0.01,0.12,2011,1,,7.1
3238,Need for Speed: Payback,Racing,T,XOne,Electronic Arts,Ghost Games,5.9,,0.73,0.42,0.24,,0.07,2017,1,,5.9
3214,Resonance of Fate,Role-Playing,T,PS3,Sega,tri-Ace,7.5,8.2,0.74,0.2,0.22,0.24,0.08,2010,1,8.0,7.8999999999999995
3205,X-Men Origins: Wolverine - Uncaged Edition,Action,M,PS3,Activision,Raven Software,7.0,8.7,0.74,0.31,0.31,,0.12,2009,1,6.2,7.3
3215,Sonic Forces,Platform,E10,NS,Sega,Sonic Team,5.4,,0.74,0.39,0.27,0.01,0.06,2017,1,,5.4
3219,Marvel: Ultimate Alliance 2,Role-Playing,T,PS3,Activision,Vicarious Visions,7.8,,0.74,0.49,0.16,,0.09,2009,1,,7.8
3209,Need for Speed (2015),Racing,T,XOne,Electronic Arts,Ghost Games,6.7,,0.74,0.35,0.33,,0.06,2015,1,,6.7
3213,Tales of Vesperia,Role-Playing,T,X360,Namco Bandai,Namco Tales Studio,8.1,9.2,0.74,0.32,0.18,0.19,0.05,2008,1,8.8,8.7
3217,The Amazing Spider-Man (2012),Action-Adventure,T,X360,Activision,Beenox,6.8,,0.74,0.43,0.24,,0.07,2012,1,,6.8
3202,The Evil Within,Misc,M,PC,Bethesda Softworks,Tango Gameworks,5.5,,0.74,,,,,2014,1,,5.5
3199,Sega Superstars Tennis,Sports,E,DS,Sega,Sumo Digital,6.2,,0.74,0.29,0.37,,0.08,2008,1,,6.2
3192,Mortal Kombat: Unchained,Fighting,M,PSP,Midway Games,JGI Entertainment,7.0,,0.74,0.67,0.01,,0.06,2006,1,,7.0
3204,Super Street Fighter IV: Arcade Edition,Fighting,T,PS3,Capcom,Capcom / Dimps Corporation,8.1,,0.74,,,,,2011,1,,8.1
3195,Ace Combat: Assault Horizon,Action,T,PS3,Namco Bandai,Project ACES,7.5,,0.74,0.3,0.16,0.22,0.07,2011,1,,7.5
3201,Red Faction: Guerrilla,Shooter,M,PS3,THQ,Volition Inc.,8.6,,0.74,0.33,0.27,0.02,0.12,2009,1,,8.6
3196,The Godfather II,Adventure,M,PS3,Electronic Arts,EA Redwood Shores,6.4,,0.74,0.41,0.21,0.01,0.1,2009,1,8.2,7.3
3168,Super Street Fighter IV,Fighting,T,X360,Capcom,Capcom / Dimps Corporation,9.2,,0.75,,,,,2010,1,,9.2
3186,The Lord of the Rings: Conquest,Action,T,PS3,Electronic Arts,Pandemic Studios,5.8,,0.75,0.38,0.26,,0.11,2009,1,,5.8
3185,Final Fantasy Tactics A2: Grimoire of the Rift,Role-Playing,E10,DS,Square Enix,Square Enix,8.1,,0.75,0.38,0.03,0.3,0.04,2008,1,8.1,8.1
3187,Spectrobes,Role-Playing,E,DS,Disney Interactive Studios,Jupiter Corporation,6.2,,0.75,0.66,0.03,,0.06,2007,1,,6.2
3174,Coded Arms,Shooter,T,PSP,Konami,Konami,6.1,,0.75,0.28,0.29,,0.17,2005,1,,6.1
3176,FIFA 19,Sports,E,NS,Electronic Arts,EA Sports,5.9,,0.75,0.18,0.47,0.06,0.05,2018,1,,5.9
3181,Capcom vs. SNK 2: Mark of the Millennium 2001,Fighting,T,PS2,Capcom,Capcom,7.9,,0.75,0.22,0.17,0.3,0.06,2001,1,,7.9
3184,Tom Clancy's Rainbow Six: Vegas,Shooter,T,PSP,Ubisoft,Ubisoft Montreal,5.8,,0.75,0.42,0.2,,0.13,2007,1,,5.8
3188,Turok,Shooter,M,X360,Touchstone,Propaganda Games,6.6,,0.75,0.46,0.2,0.01,0.07,2008,1,,6.6
3179,Madden NFL 06,Sports,E,PSP,EA Sports,EA Tiburon,7.9,,0.75,0.69,0.0,,0.06,2005,1,,7.9
3189,Baldur's Gate,Role-Playing,T,PC,Interplay,BioWare,9.2,,0.75,,,,,1998,1,,9.2
3169,Zone of the Enders,Simulation,M,PS2,Konami,Konami Computer Entertainment Japan,7.5,,0.75,0.3,0.24,0.13,0.08,2001,1,,7.5
3162,Disney Infinity 2.0: Marvel Super Heroes,Action-Adventure,E10,PS4,Disney Interactive Studios,Avalanche Software,8.0,,0.75,0.37,0.25,,0.13,2014,1,,8.0
3159,Rockstar Games presents Table Tennis,Sports,E,X360,Rockstar Games,Rockstar San Diego,8.1,,0.75,0.28,0.38,,0.08,2006,1,,8.1
3154,Drawn to Life: The Next Chapter,Puzzle,E,Wii,THQ,Planet Moon Studios,5.8,,0.75,0.28,0.39,,0.08,2009,1,,5.8
3147,Wall-E,Platform,E,PS2,THQ,Asobo Studio,7.5,,0.75,0.21,0.0,,0.54,2008,1,,7.5
3161,WWE SmackDown vs. Raw 2009,Fighting,T,PSP,THQ,Yuke's Media Creations,7.9,,0.75,0.41,0.2,,0.14,2008,1,,7.9
3163,Kane & Lynch: Dead Men,Shooter,M,PS3,Eidos Interactive,IO Interactive,6.8,,0.75,0.29,0.32,0.01,0.13,2007,1,,6.8
3156,Fire Emblem Echoes: Shadows of Valentia,Role-Playing,T,3DS,Nintendo,Intelligent Systems,8.3,,0.75,0.34,0.16,0.21,0.05,2017,1,,8.3
3151,Genji: Days of the Blade,Action,T,PS3,Sony Computer Entertainment,Game Republic,5.0,,0.75,0.18,0.38,0.06,0.14,2006,1,,5.0
3150,LEGO City Undercover,Platform,E10,PS4,Warner Bros. Interactive Entertainment,TT Fusion,8.0,,0.75,0.17,0.46,0.01,0.12,2017,1,,8.0
3133,Mortal Kombat: Deception,Fighting,M,XB,Midway Games,Midway Games,7.4,,0.76,0.61,0.12,,0.03,2004,1,,7.4
3127,Toy Story 3: The Video Game,Action,E10,X360,Disney Interactive Studios,Avalanche Software,7.5,,0.76,0.41,0.27,,0.07,2010,1,,7.5
3138,Lost Planet 2,Shooter,T,X360,Capcom,Capcom,6.5,,0.76,0.38,0.24,0.08,0.06,2010,1,7.5,7.0
3124,Tony Hawk's Pro Skater 2,Sports,E,N64,Activision,Edge of Reality,8.5,,0.76,0.59,0.16,,0.01,2001,1,,8.5
3142,Kane & Lynch: Dead Men,Shooter,M,X360,Eidos Interactive,IO Interactive,6.8,,0.76,0.36,0.31,0.01,0.08,2007,1,,6.8
3137,Harry Potter and the Half-Blood Prince,Action,E10,Wii,Electronic Arts,Bright Light Productions,6.0,3.8,0.76,0.28,0.4,,0.08,2009,1,,4.9
3131,PokePark 2: Wonders Beyond,Action-Adventure,E,Wii,Nintendo,Creatures Inc.,6.5,,0.76,0.26,0.19,0.27,0.04,2012,1,,6.5
