,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1236,3510,WWE SmackDown vs. RAW 2007,Fighting,T,PSP,THQ,Yuke's,7.8,,0.66,0.33,0.2,,0.14,2006,1,,7.8
1237,6148,Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,Atlus Co.,8.2,,0.34,0.28,0.01,0.03,0.03,2006,1,,8.2
1238,12342,X-Men: The Official Game,Action,T,XB,Activision,"Z-Axis, Ltd.",4.8,,0.1,0.08,0.02,,0.0,2006,1,,4.8
1239,5441,Battlefield 2: Modern Combat,Shooter,T,X360,Electronic Arts,Digtal Illusions,7.8,,0.41,0.35,0.02,0.01,0.03,2006,1,,7.8
1240,4378,Star Fox Command,Shooter,E10,DS,Nintendo,Nintendo EAD / Q-Games,7.2,,0.53,0.38,0.01,0.1,0.04,2006,1,,7.2
1241,10541,Wild ARMs 4,Role-Playing,T,PS2,Xseed Games,Media.Vision,6.6,,0.14,0.07,0.06,,0.02,2006,1,,6.6
1242,9284,Star Trek: Legacy,Simulation,E10,X360,Bethesda Softworks,Mad Doc Software,6.4,,0.18,0.14,0.02,,0.01,2006,1,,6.4
1243,7604,Ice Age 2: The Meltdown,Platform,E,GBA,Sierra Entertainment,Amaze Entertainment,5.0,,0.25,0.18,0.07,,0.0,2006,1,,5.0
1244,6060,Need for Speed Carbon,Racing,E10,GC,Electronic Arts,EA Black Box,7.7,,0.35,0.27,0.07,,0.01,2006,1,,7.7
1245,6020,Suikoden V,Role-Playing,T,PS2,Konami,Hudson Soft,7.9,,0.35,0.08,0.06,0.19,0.02,2006,1,,7.9
1246,1149,Madden NFL 07,Sports,E,X360,EA Sports,EA Tiburon,8.2,,1.8,1.66,0.0,0.01,0.13,2006,1,,8.2
1247,2397,Devil May Cry 3: Dante's Awakening Special Edition,Action,M,PS2,Capcom,Capcom,8.8,8.6,1.0,,,,,2006,1,,8.7
1248,2393,1701 A.D.,Simulation,E10,PC,Aspyr,Related Designs,7.7,,1.0,,,,,2006,1,,7.7
1249,477,Tekken: Dark Resurrection,Fighting,T,PSP,Namco Bandai,8ing/Raizing,8.7,,3.37,,,,,2006,1,8.9,8.8
1250,5274,Horsez,Simulation,E,DS,Ubisoft,MTO,4.0,,0.42,0.38,0.01,,0.03,2006,1,,4.0
1251,12159,The Godfather: Mob Wars,Action,M,PSP,Electronic Arts,Page 44,6.2,,0.1,0.09,0.0,,0.01,2006,1,,6.2
1252,10540,FIFA Street 2,Sports,E,PSP,EA Sports BIG,EA Canada,4.9,,0.14,0.07,0.06,,0.02,2006,1,,4.9
1253,4209,Medieval II: Total War,Strategy,T,PC,Sega,The Creative Assembly,8.8,,0.55,,,,,2006,1,,8.8
1254,9123,The Legend of Spyro: A New Beginning,Platform,E10,GC,Sierra Entertainment,Krome Studios,6.5,,0.19,0.15,0.04,,0.01,2006,1,,6.5
1255,7583,Teen Titans,Action,E10,PS2,THQ,A2M,6.6,,0.25,0.12,0.1,,0.03,2006,1,,6.6
1256,5238,Juiced: Eliminator,Racing,T,PSP,THQ,Juice Games,6.6,,0.42,0.11,0.2,,0.12,2006,1,,6.6
1257,6101,Over the Hedge,Platform,E10,GC,Activision,Edge of Reality,6.7,,0.35,0.27,0.07,,0.01,2006,1,,6.7
1258,10810,Bust-A-Move Deluxe,Puzzle,E,PSP,Majesco,Dreams,7.1,,0.14,0.13,0.0,,0.01,2006,1,,7.1
1259,9235,Samurai Warriors: State of War,Action,T,PSP,KOEI,Omega Force,6.5,,0.19,0.07,0.0,0.11,0.01,2006,1,,6.5
1260,7645,Dead or Alive Xtreme 2,Sports,M,X360,Tecmo,Team Ninja,5.3,,0.25,0.15,0.02,0.06,0.02,2006,1,,5.3
1261,4498,Ace Combat Zero: The Belkan War,Simulation,T,PS2,Namco,Namco,7.5,,0.51,0.15,0.12,0.2,0.04,2006,1,,7.5
1262,6186,F.E.A.R.,Shooter,M,X360,Vivendi Games,Day 1 Studios,8.6,,0.34,0.28,0.03,,0.03,2006,1,,8.6
1263,10618,Hitman: Blood Money,Action,M,XB,Eidos Interactive,IO Interactive,8.1,,0.14,0.11,0.03,,0.01,2006,1,,8.1
1264,9861,Curious George,Action,E,GBA,Namco,Torus Games,6.6,,0.16,0.12,0.04,,0.0,2006,1,,6.6
1265,482,Yoshi's Island DS,Platform,E,DS,Nintendo,Artoon,8.2,,3.36,,,,,2006,1,,8.2
1266,2624,SpongeBob SquarePants: The Yellow Avenger,Action,E,PSP,THQ,Tantalus Interactive,5.7,,0.92,0.55,0.21,,0.16,2006,1,,5.7
1267,1252,NCAA Football 07,Sports,E,PS2,Electronic Arts,EA Sports,8.9,,1.7,1.41,0.05,,0.23,2006,1,,8.9
1268,10743,Eragon,Action,T,X360,Sierra Entertainment,Stormfront Studios,4.2,,0.14,0.12,0.01,,0.01,2006,1,,4.2
1269,333,Daxter,Platform,E10,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,,4.23,2.45,1.02,,0.77,2006,1,,8.6
1270,6099,MLB 06: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.35,0.32,,,0.03,2006,1,,8.3
1271,1250,Super Princess Peach,Platform,E,DS,Nintendo,TOSE Software,7.8,,1.7,,,,,2006,1,,7.8
1272,2211,Metroid Prime Hunters,Shooter,T,DS,Nintendo,Nintendo Software Technology Corporation,8.4,,1.08,,,,,2006,1,,8.4
1273,2604,Cars,Racing,E,GC,THQ,Rainbow Studios,7.6,,0.93,0.72,0.19,,0.03,2006,1,,7.6
1274,9365,Metal Gear Ac!d 2,Strategy,M,PSP,Konami,Kojima Productions,8.3,,0.18,0.11,0.01,0.05,0.01,2006,1,,8.3
1275,7023,Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,Griptonite Games,4.3,,0.28,0.25,0.01,,0.02,2006,1,,4.3
1276,356,FIFA 07 Soccer,Sports,E,PS2,EA Sports,Team Fusion,8.4,,4.11,0.71,2.48,0.03,0.89,2006,1,,8.4
1277,9004,Enchanted Arms,Role-Playing,T,X360,Ubisoft,From Software,6.9,,0.19,0.16,0.02,,0.01,2006,1,,6.9
1278,9960,World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,X360,Activision,Left Field Productions,6.9,,0.16,0.15,0.0,,0.01,2006,1,,6.9
1279,1530,Fight Night Round 3,Fighting,T,X360,EA Sports,EA Chicago,8.6,,1.47,1.33,0.03,0.01,0.1,2006,1,,8.6
1280,4167,NCAA Football 07,Sports,E,XB,EA Sports,EA Sports,8.8,,0.56,0.42,0.12,,0.01,2006,1,,8.8
1281,3192,Mortal Kombat: Unchained,Fighting,M,PSP,Midway Games,JGI Entertainment,7.0,,0.74,0.67,0.01,,0.06,2006,1,,7.0
1282,11837,Open Season,Platform,E10,X360,Ubisoft,Ubisoft Montreal,5.7,,0.11,0.1,0.0,,0.01,2006,1,,5.7
1283,5747,NBA 2K7,Sports,E,PS3,2K Sports,Visual Concepts,8.1,,0.38,0.3,0.04,,0.03,2006,1,,8.1
1284,11898,Bionicle Heroes,Shooter,E10,GC,Eidos Interactive,Traveller's Tales,5.4,,0.11,0.08,0.02,,0.0,2006,1,,5.4
1285,11458,College Hoops 2K6,Sports,E,X360,2K Sports,Visual Concepts,6.5,,0.12,0.11,,,0.01,2006,1,,6.5
1286,8941,Family Guy,Adventure,M,PSP,2K Games,High Voltage Software,5.5,,0.19,0.18,0.0,,0.02,2006,1,,5.5
1287,2272,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Shooter,T,PSP,Sony Computer Entertainment,Zipper Interactive,8.2,,1.05,0.81,0.11,,0.13,2006,1,,8.2
1288,2218,LEGO Star Wars II: The Original Trilogy,Action,E,DS,LucasArts,Amaze Entertainment,4.9,,1.07,0.96,0.03,,0.08,2006,1,,4.9
1289,21,Brain Age: Train Your Brain in Minutes a Day,Misc,E,DS,Nintendo,Nintendo SDD,8.1,,19.01,,,,,2006,1,,8.1
1290,11552,Phantasy Star Universe,Role-Playing,T,X360,Sega,Sonic Team,6.6,,0.12,0.09,0.01,,0.01,2006,1,,6.6
1291,2486,Dirge of Cerberus: Final Fantasy VII,Shooter,T,PS2,Square Enix,Square Enix,5.8,,0.97,0.46,,0.51,,2006,1,,5.8
1292,4504,NHL 07,Sports,E10,PS2,EA Sports,EA Montreal,7.2,,0.51,0.42,0.02,,0.07,2006,1,,7.2
1293,5671,Marvel: Ultimate Alliance,Role-Playing,T,PS3,Activision,Raven Software,7.7,,0.38,0.33,0.02,,0.03,2006,1,,7.7
1294,9446,Full Auto 2: Battlelines,Racing,T,PS3,Sega,Pseudo Interactive,6.7,,0.18,0.14,0.02,,0.02,2006,1,,6.7
1295,9015,Final Fantasy XI: Online,Role-Playing,T,X360,Square Enix,Square Enix,6.7,,0.19,0.17,0.01,,0.01,2006,1,,6.7
1296,4112,Tony Hawk's Project 8,Sports,T,PSP,Activision,Page 44 Studios,6.3,,0.56,0.41,0.08,,0.07,2006,1,,6.3
1297,7846,Harvest Moon: Magical Melody,Simulation,E,GC,Natsume,Marvelous Interactive,8.0,,0.24,0.19,0.05,,0.01,2006,1,,8.0
1298,3055,NBA 2K7,Sports,E,PS2,2K Sports,Visual Concepts,8.2,,0.78,0.65,0.02,,0.11,2006,1,,8.2
1299,5510,Marvel: Ultimate Alliance,Role-Playing,T,Wii,Activision,Vicarious Visions,6.9,,0.4,0.36,0.01,,0.03,2006,1,,6.9
1300,11086,Ape Escape 3,Platform,E10,PS2,Sony Computer Entertainment,SCE Japan Studio,7.8,,0.13,0.06,0.05,,0.02,2006,1,,7.8
1301,11511,Major League Baseball 2K6,Sports,E,PSP,2K Sports,Visual Concepts,7.4,,0.12,0.11,,,0.01,2006,1,,7.4
1302,1602,LEGO Star Wars II: The Original Trilogy,Action,E10,PSP,LucasArts,Traveller's Tales,8.4,,1.41,0.58,0.51,,0.32,2006,1,,8.4
1303,6,New Super Mario Bros.,Platform,E,DS,Nintendo,Nintendo EAD,9.1,8.1,30.8,,,,,2006,1,,8.6
1304,3247,NCAA Football 07,Sports,E,X360,Electronic Arts,Electronic Arts,8.0,,0.73,0.67,,,0.06,2006,1,,8.0
1305,5619,Chibi-Robo! Plug into Adventure!,Adventure,E10,GC,Nintendo,skip Ltd.,7.4,,0.39,0.23,0.06,0.09,0.01,2006,1,,7.4
1306,7810,Far Cry Instincts Predator,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.0,,0.24,0.2,0.03,,0.02,2006,1,,8.0
1307,5630,LocoRoco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.1,,0.39,0.14,0.05,0.16,0.03,2006,1,8.4,8.25
1308,1597,Rayman Raving Rabbids,Misc,E,Wii,Ubisoft,Ubisoft Montpellier,7.5,,1.42,1.22,0.07,0.02,0.11,2006,1,,7.5
1309,5644,Hitman: Blood Money,Action,M,X360,Eidos Interactive,IO Interactive,8.1,,0.39,0.29,0.06,0.01,0.03,2006,1,,8.1
1310,5540,Castlevania: Portrait of Ruin,Platform,T,DS,Konami,Konami,8.5,,0.4,0.31,0.02,0.04,0.03,2006,1,,8.5
1311,1579,The Legend of Zelda: Twilight Princess,Adventure,T,GC,Nintendo,Nintendo EAD,9.5,,1.43,,,,,2006,1,,9.5
1312,1569,Sonic Rivals,Racing,E,PSP,Sega,Backbone Entertainment,7.0,,1.44,0.73,0.43,,0.28,2006,1,,7.0
1313,1560,Sega Genesis Collection,Misc,T,PSP,Sega,Sega,8.3,,1.45,0.53,0.58,,0.34,2006,1,,8.3
1314,9955,Eragon,Role-Playing,T,DS,Sierra Entertainment,Amaze Entertainment,6.8,,0.16,0.13,0.02,,0.01,2006,1,,6.8
1315,4486,Yakuza,Adventure,M,PS2,Sega,Sega,7.5,,0.51,,,,,2006,1,,7.5
1316,5636,Ice Age 2: The Meltdown,Platform,E10,PS2,Vivendi Games,Eurocom Entertainment Software,7.4,,0.39,0.19,0.15,,0.05,2006,1,,7.4
1317,7803,Mega Man X Collection,Misc,E,PS2,Capcom,Capcom,7.5,,0.24,0.12,0.09,,0.03,2006,1,,7.5
1318,2221,Call of Duty 3,Shooter,T,PS2,Activision,Treyarch,8.2,,1.07,0.89,0.03,,0.15,2006,1,,8.2
1319,1477,Dirge of Cerberus: Final Fantasy VII,Shooter,,PS2,Square Enix,Square Enix,5.7,,1.5,,,,,2006,1,,5.7
1320,8958,Ice Age 2: The Meltdown,Platform,E10,GC,Vivendi Games,Eurocom Entertainment Software,7.4,,0.19,0.15,0.04,,0.01,2006,1,,7.4
1321,5796,Major League Baseball 2K6,Sports,E,X360,2K Sports,Kush Games,6.3,,0.37,0.34,,,0.03,2006,1,,6.3
1322,4573,Burnout Revenge,Racing,E10,X360,Electronic Arts,Criterion,8.8,,0.5,0.42,0.04,,0.04,2006,1,,8.8
1323,3042,Tom Clancy's Splinter Cell: Double Agent,Action,M,X360,Ubisoft,Ubisoft Shanghai,8.5,8.3,0.78,0.67,0.04,0.01,0.06,2006,1,,8.4
1324,3502,Blazing Angels: Squadrons of WWII,Simulation,T,PS3,Ubisoft,Ubisoft Romania,6.8,,0.67,0.35,0.22,,0.1,2006,1,,6.8
1325,364,World Soccer Winning Eleven 9,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,,4.06,0.12,2.26,0.9,0.77,2006,1,,8.9
1326,4718,Tiger Woods PGA Tour 07,Sports,E,X360,EA Sports,EA Redwood Shores,8.2,,0.48,0.44,0.0,,0.04,2006,1,,8.2
1327,12329,Baten Kaitos Origins,Role-Playing,T,GC,Nintendo,tri-Crescendo / Monolith Soft,7.5,,0.1,0.06,0.02,0.02,0.0,2006,1,,7.5
1328,5888,Marvel: Ultimate Alliance,Role-Playing,T,PSP,Activision,Vicarious Visions,8.5,,0.37,0.33,0.0,,0.03,2006,1,,8.5
1329,11885,Odama,Misc,E10,GC,Nintendo,VIVARIUM Inc.,6.5,,0.11,0.07,0.02,0.02,0.0,2006,1,,6.5
1330,8089,Me & My Katamari,Puzzle,E,PSP,Namco,Namco,7.2,,0.23,0.13,0.01,0.08,,2006,1,7.8,7.5
1331,1311,Need for Speed Carbon,Racing,E10,X360,Electronic Arts,EA Black Box,7.9,,1.65,0.76,0.69,0.02,0.18,2006,1,,7.9
1332,1711,Need for Speed Carbon,Racing,E10,PS2,Electronic Arts,EA Black Box,7.7,,1.34,1.22,0.05,0.05,0.01,2006,1,,7.7
1333,4065,FIFA World Cup Germany 2006,Sports,E,PS2,EA Sports,EA Canada,7.9,,0.57,0.47,0.02,,0.08,2006,1,,7.9
1334,4811,Need for Speed Carbon,Racing,E10,XB,Electronic Arts,EA Black Box,7.9,,0.47,0.35,0.1,,0.02,2006,1,,7.9
1335,3159,Rockstar Games presents Table Tennis,Sports,E,X360,Rockstar Games,Rockstar San Diego,8.1,,0.75,0.28,0.38,,0.08,2006,1,,8.1
1336,437,Grand Theft Auto: Liberty City Stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,,3.54,1.56,1.4,0.07,0.5,2006,1,,8.3
1337,10988,Tomb Raider: Legend,Action,T,XB,Eidos Interactive,Crystal Dynamics,8.3,,0.13,0.1,0.03,,0.0,2006,1,,8.3
1338,4373,Madden NFL 07,Sports,E,PS3,EA Sports,EA Tiburon,8.0,,0.53,0.48,,0.01,0.04,2006,1,,8.0
1339,9864,Guilty Gear Judgment,Fighting,T,PSP,Majesco,Arc System Works,7.5,,0.16,0.13,0.0,0.02,0.01,2006,1,,7.5
1340,2546,Red Steel,Shooter,T,Wii,Ubisoft,Ubisoft Paris,5.9,7.8,0.95,,,,,2006,1,,6.85
1341,11010,Rumble Roses XX,Fighting,M,X360,Konami,Yuke's Future Media Creators,6.5,,0.13,0.07,0.01,0.04,0.01,2006,1,,6.5
1342,1456,Call of Duty 3,Shooter,T,PS3,Activision,Treyarch,7.7,,1.51,0.6,0.63,0.03,0.26,2006,1,,7.7
1343,4348,Excite Truck,Racing,E,Wii,Nintendo,Monster Games Inc.,7.0,,0.53,0.39,0.03,0.08,0.04,2006,1,8.0,7.5
1344,11082,FIFA World Cup Germany 2006,Sports,E,GC,EA Sports,EA Canada,7.7,,0.13,0.1,0.03,,0.0,2006,1,,7.7
1345,2500,LEGO Star Wars II: The Original Trilogy,Action,E10,GC,LucasArts,Traveller's Tales,8.4,,0.97,0.75,0.19,,0.03,2006,1,,8.4
1346,3273,Tiger Woods PGA Tour 07,Sports,E,PS2,EA Sports,EA Redwood Shores,7.8,,0.72,0.6,0.02,,0.1,2006,1,,7.8
1347,1441,Mario vs. Donkey Kong 2: March of the Minis,Puzzle,E,DS,Nintendo,Nintendo Software Technology Corporation,7.7,,1.52,,,,,2006,1,,7.7
1348,5884,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,T,PS2,Namco,Monolith Soft,7.9,,0.37,0.09,0.07,0.18,0.02,2006,1,,7.9
1349,5879,Elite Beat Agents,Misc,E10,DS,Nintendo,iNiS,8.4,,0.37,0.3,0.03,,0.03,2006,1,9.0,8.7
1350,7981,FIFA World Cup Germany 2006,Sports,E,XB,EA Sports,EA Canada,7.8,,0.24,0.18,0.05,,0.01,2006,1,,7.8
1351,4030,Tales of the Abyss,Role-Playing,T,PS2,Namco,Namco Tales Studio,8.0,,0.57,,,0.57,,2006,1,,8.0
1352,1419,Sonic the Hedgehog (2006),Platform,E10,X360,Sega,Sonic Team,4.8,4.8,1.54,,,,,2006,1,,4.8
1353,5861,The Legend of Spyro: A New Beginning,Platform,E,DS,Sierra Entertainment,Amaze Entertainment,7.1,,0.37,0.33,0.01,,0.03,2006,1,,7.1
1354,2080,Cars,Racing,E,GBA,THQ,Helixe,4.5,,1.13,0.81,0.3,,0.02,2006,1,,4.5
1355,2524,Gangs of London,Adventure,M,PSP,Sony Computer Entertainment,SCEE London Studio,5.0,,0.96,0.3,0.43,,0.22,2006,1,,5.0
1356,5892,NCAA Football 07,Sports,E,PSP,Electronic Arts,EA Sports,7.6,,0.37,0.34,,,0.03,2006,1,,7.6
1357,4476,NBA Live 07,Sports,E,PSP,EA Sports,EA Canada,7.0,,0.51,0.47,0.0,,0.04,2006,1,,7.0
1358,11099,Star Wars: Lethal Alliance,Adventure,T,PSP,Ubisoft,Ubisoft Montreal,6.3,,0.13,0.11,0.01,,0.01,2006,1,,6.3
1359,2977,Tom Clancy's Ghost Recon Advanced Warfighter,Shooter,T,X360,Ubisoft,Ubisoft Paris,9.1,,0.8,,,,,2006,1,,9.1
1360,5854,Tomb Raider: Legend,Action,T,X360,Eidos Interactive,Crystal Dynamics,8.1,,0.37,0.27,0.07,0.01,0.03,2006,1,,8.1
1361,4794,Valkyrie Profile 2: Silmeria,Role-Playing,T,PS2,Square Enix,tri-Ace,8.4,,0.47,0.04,0.03,0.39,0.01,2006,1,,8.4
1362,11232,Mega Man X Collection,Misc,E,GC,Capcom,Capcom,7.5,,0.13,0.1,0.03,,0.0,2006,1,,7.5
1363,386,Half-Life 2: Episode One,Shooter,M,PC,Electronic Arts,Valve Software,8.7,,3.92,,,,,2006,1,,8.7
1364,9999,Blitz: The League,Sports,M,X360,Midway Games,Midway Games,6.5,,0.16,0.15,0.0,,0.01,2006,1,,6.5
1365,1858,Black,Shooter,M,PS2,Electronic Arts,Criterion Games,7.7,,1.25,1.01,0.04,0.03,0.16,2006,1,,7.7
1366,196,Cooking Mama,Simulation,E,DS,Majesco,Office Create,6.6,,5.66,3.09,1.92,0.07,0.58,2006,1,,6.6
1367,851,Kirby Squeak Squad,Platform,E,DS,Nintendo,"HAL Laboratory, Flagship",7.3,,2.27,,,,,2006,1,,7.3
1368,6695,Lumines ll,Puzzle,E10,PSP,Buena Vista,Q Entertainment,8.0,,0.3,0.12,0.12,,0.07,2006,1,,8.0
1369,7253,NHL 07,Sports,E10,X360,EA Sports,EA Canada,8.0,,0.27,0.25,0.0,,0.02,2006,1,,8.0
1370,4250,Dragon Ball Z: Shin Budokai,Fighting,T,PSP,Atari,Dimps Corporation,7.4,,0.54,0.26,0.08,0.13,0.07,2006,1,,7.4
1371,834,Final Fantasy III,Role-Playing,E10,DS,Square Enix,Matrix Software,7.4,,2.3,,,,,2006,1,,7.4
1372,11206,Dynasty Warriors 5 Empires,Action,T,X360,KOEI,Omega Force,6.4,,0.13,0.11,0.01,,0.01,2006,1,,6.4
1373,10507,Mega Man Powered Up,Platform,E,PSP,Capcom,Capcom,8.7,,0.14,0.12,0.01,,0.02,2006,1,,8.7
1374,10258,Ice Age 2: The Meltdown,Platform,E,DS,Sierra Entertainment,Amaze Entertainment,5.5,,0.15,0.13,0.01,,0.01,2006,1,,5.5
1375,2441,Ace Combat X: Skies of Deception,Simulation,T,PSP,Namco Bandai,Bandai Namco Games,7.6,,1.0,0.37,0.31,0.12,0.19,2006,1,,7.6
1376,1879,Need for Speed Carbon,Racing,E10,PS3,Electronic Arts,EA Black Box,7.8,,1.24,0.49,0.51,0.03,0.2,2006,1,,7.8
1377,4553,Hitman: Blood Money,Action,M,PS2,Eidos Interactive,IO Interactive,8.2,,0.5,0.25,0.19,,0.06,2006,1,,8.2
1378,3721,Madden NFL 07,Sports,E,GC,EA Sports,EA Tiburon,8.5,,0.62,0.48,0.13,,0.02,2006,1,,8.5
1379,2242,Mortal Kombat: Armageddon,Fighting,M,PS2,Midway Games,Midway Games,7.4,,1.06,0.88,0.04,,0.14,2006,1,,7.4
1380,12475,Over the Hedge,Platform,E10,XB,Activision,Edge of Reality,6.6,,0.1,0.07,0.02,,0.0,2006,1,,6.6
1381,2766,Tony Hawk's Project 8,Sports,T,PS2,Activision,Shaba Games,6.6,,0.87,0.72,0.03,,0.12,2006,1,,6.6
1382,588,Pokemon Ranger,Role-Playing,E,DS,Nintendo,HAL Laboratory,6.6,,2.93,,,,,2006,1,,6.6
1383,2876,Madden NFL 07,Sports,E,PSP,EA Sports,EA Tiburon,8.3,,0.83,0.77,0.03,,0.04,2006,1,,8.3
1384,860,Call of Duty 3,Shooter,T,Wii,Activision,EXAKT Entertainment,6.8,7.3,2.24,1.17,0.84,,0.23,2006,1,,7.05
1385,6801,N3: Ninety-Nine Nights,Action,M,X360,Microsoft Game Studios,Q Entertainment / Phantagram,6.3,,0.3,0.2,0.03,0.05,0.02,2006,1,,6.3
1386,9622,Top Spin 2,Sports,E,X360,2K Sports,Indie Built,7.7,,0.17,0.15,0.0,,0.01,2006,1,,7.7
1387,4874,Tomb Raider: Legend,Action,T,PSP,Eidos Interactive,Buzz Monkey,7.2,,0.46,0.09,0.25,,0.12,2006,1,,7.2
1388,3776,Samurai Warriors 2,Action,T,PS2,KOEI,Omega Force,5.6,,0.61,0.02,0.02,0.57,0.01,2006,1,,5.6
1389,6563,Mega Man Maverick Hunter X,Platform,E10,PSP,Capcom,Capcom,7.9,,0.31,0.27,0.01,,0.03,2006,1,,7.9
1390,4623,Tony Hawk's Project 8,Sports,T,X360,Activision,Neversoft Entertainment,8.4,,0.49,0.44,0.02,0.0,0.04,2006,1,,8.4
1391,7476,Chromehounds,Simulation,T,X360,Sega,From Software,6.4,,0.26,,,,,2006,1,,6.4
1392,9648,NHL 07,Sports,E10,PSP,EA Sports,EA Montreal,7.6,,0.17,0.13,0.02,,0.02,2006,1,,7.6
1393,6802,Syphon Filter: Dark Mirror,Shooter,M,PSP,Sony Computer Entertainment,SCEA Bend Studio,8.5,,0.3,0.26,0.01,,0.03,2006,1,,8.5
1394,5051,Major League Baseball 2K6,Sports,E,PS2,2K Sports,Kush Games,7.3,,0.44,0.37,0.01,,0.06,2006,1,,7.3
1395,895,Saints Row,Action,M,X360,THQ,Volition Inc.,8.0,,2.18,1.17,0.77,0.02,0.22,2006,1,,8.0
1396,8435,Over G Fighters,Simulation,T,X360,Ubisoft,Taito Corporation,5.1,,0.22,0.19,0.01,,0.02,2006,1,,5.1
1397,10010,Scarface: Money. Power. Respect.,Strategy,M,PSP,Sierra Entertainment,Radical Entertainment,6.4,,0.16,0.15,0.0,,0.01,2006,1,,6.4
1398,4173,Metal Gear Solid 3: Subsistence,Action,M,PS2,Konami,Kojima Productions,9.4,,0.55,0.34,0.01,0.15,0.06,2006,1,,9.4
1399,7512,Resident Evil: Deadly Silence,Action,M,DS,Capcom,Capcom,6.7,,0.26,0.11,0.02,0.11,0.01,2006,1,7.0,6.85
1400,4612,Madden NFL 07,Sports,E,Wii,EA Sports,HB Studios,8.2,,0.5,0.46,0.0,,0.04,2006,1,,8.2
1401,4394,GT Pro Series,Racing,E,Wii,Ubisoft,MTO,3.7,,0.52,0.46,0.01,0.02,0.04,2006,1,,3.7
1402,12459,NBA Ballers: Rebound,Sports,E,PSP,Midway Games,Backbone Entertainment,7.3,,0.1,0.09,,,0.01,2006,1,,7.3
1403,6787,Capcom Classics Collection Remixed,Misc,T,PSP,Capcom,Digital Eclipse,7.7,,0.3,0.27,0.0,,0.02,2006,1,,7.7
1404,5082,LEGO Star Wars II: The Original Trilogy,Action,E10,XB,LucasArts,Traveller's Tales,8.3,,0.44,0.33,0.1,,0.02,2006,1,,8.3
1405,12607,NASCAR,Racing,E,PSP,EA Sports,EA Tiburon,7.2,,0.1,0.09,,,0.01,2006,1,,7.2
1406,11956,Avatar: The Last Airbender,Adventure,E10,PSP,THQ,AWE Games,6.0,,0.11,0.1,0.0,,0.01,2006,1,,6.0
1407,7264,Tiger Woods PGA Tour 07,Sports,E,PSP,EA Sports,Team Fusion,7.6,,0.27,0.2,0.04,,0.03,2006,1,,7.6
1408,6983,Tales of Phantasia,Role-Playing,E10,GBA,Nintendo,Wolfteam / Namco Tales Studio,7.0,,0.29,0.08,0.03,0.17,0.01,2006,1,,7.0
1409,246,Grand Theft Auto: Vice City Stories,Action,M,PSP,Rockstar Games,Rockstar Leeds,8.4,,5.08,1.7,2.03,0.16,1.19,2006,1,,8.4
1410,652,Tetris DS,Puzzle,E,DS,Nintendo,Nintendo,8.5,,2.74,,,,,2006,1,,8.5
1411,255,Gears of War,Shooter,M,X360,Microsoft Game Studios,Epic Games,9.4,9.4,5.0,,,,,2006,1,8.8,9.200000000000001
1412,667,Call of Duty 3,Shooter,T,X360,Activision,Treyarch,8.0,8.4,2.7,1.49,0.92,0.02,0.27,2006,1,,8.2
1413,668,LEGO Star Wars II: The Original Trilogy,Action,E10,PS2,LucasArts,Traveller's Tales,8.4,,2.69,1.85,0.64,0.01,0.19,2006,1,,8.4
1414,7080,Mega Man ZX,Platform,E,DS,Capcom,Inti Creates,8.1,,0.28,0.16,0.0,0.1,0.02,2006,1,,8.1
1415,4409,Fight Night Round 3,Fighting,T,PSP,EA Sports,EA Chicago,7.2,,0.52,0.46,0.02,,0.04,2006,1,,7.2
1416,4683,Tales of Legendia,Role-Playing,T,PS2,Namco,Namco / Team MelFes,7.2,,0.49,0.07,0.05,0.35,0.02,2006,1,,7.2
1417,3699,Okami,Adventure,T,PS2,Capcom,Clover Studio,9.4,9.0,0.63,0.11,0.03,0.15,0.34,2006,1,,9.2
1418,712,Clubhouse Games,Misc,E,DS,Nintendo,Agenda,8.3,,2.57,,,,,2006,1,,8.3
1419,3066,Worms: Open Warfare,Strategy,E10,PSP,THQ,Team17 Software,6.9,,0.77,0.11,0.43,,0.23,2006,1,,6.9
1420,7170,FIFA 07 Soccer,Sports,E,X360,EA Sports,EA Canada,7.1,,0.28,0.24,0.01,,0.02,2006,1,,7.1
1421,7172,Over the Hedge,Platform,E,DS,Activision,Vicarious Visions,7.1,,0.28,0.24,0.01,,0.02,2006,1,,7.1
1422,10581,World Championship Poker: Howard Lederer - All In,Misc,T,PSP,Crave Entertainment,Point of View,5.1,,0.14,0.13,,,0.01,2006,1,,5.1
