,Unnamed: 0,index,Name,Genre,ESRB_Rating,Platform,Publisher,Developer,Critic_Score,User_Score,Total_Shipped,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Year,status,Vgchartzscore,average_rating
1136,1136,3101,Pokemon Dash,Racing,E,DS,Nintendo,Ambrella,5.3,,0.77,0.21,0.14,0.38,0.04,2005,1,,5.3
1137,1137,4846,Dance Dance Revolution: Mario Mix,Simulation,E,GC,Nintendo,Konami,7.0,,0.47,0.36,0.09,,0.01,2005,1,,7.0
1139,1139,10909,Lord of the Rings: Tactics,Strategy,T,PSP,Electronic Arts,Amaze Entertainment,6.9,,0.13,0.11,0.02,,0.01,2005,1,,6.9
1140,1140,12480,NHL 2K6,Sports,E10,X360,2K Sports,Kush Games,7.3,,0.1,0.09,0.0,,0.01,2005,1,,7.3
1142,1142,2915,MediEvil: Resurrection,Adventure,T,PSP,Sony Computer Entertainment,SCEE,6.5,,0.82,0.19,0.42,,0.22,2005,1,,6.5
1143,1143,2125,Tom Clancy's Splinter Cell: Chaos Theory,Action,M,XB,Ubisoft,Ubisoft Montreal,9.4,,1.11,0.68,0.38,,0.05,2005,1,,9.4
1145,1145,7257,Disney's Chicken Little,Platform,E10,GC,Buena Vista,Avalanche Software,7.0,,0.27,0.21,0.05,,0.01,2005,1,,7.0
1146,1146,2904,Tony Hawk's Underground 2 Remix,Sports,T,PSP,Activision,Shaba Games,8.5,,0.82,0.46,0.21,,0.15,2005,1,,8.5
1147,1147,7651,Medal of Honor European Assault,Shooter,T,GC,Electronic Arts,EA Los Angeles,7.9,,0.25,0.19,0.05,,0.01,2005,1,,7.9
1148,1148,8232,NBA Street: Showdown,Sports,E,PSP,Electronic Arts,EA Sports,7.5,,0.22,0.2,0.0,,0.02,2005,1,,7.5
1149,1149,8235,Spartan: Total Warrior,Action,M,PS2,Sega,The Creative Assembly,7.2,,0.22,0.11,0.09,,0.03,2005,1,,7.2
1150,1150,568,WWE SmackDown! vs. Raw 2006,Fighting,T,PS2,THQ,Yuke's,8.4,,3.0,1.57,1.02,,0.41,2005,1,,8.4
1151,1151,3554,Suikoden IV,Role-Playing,T,PS2,Konami,Konami Computer Entertainment Tokyo,6.3,,0.66,0.17,0.13,0.3,0.05,2005,1,,6.3
1153,1153,2313,WipEout Pure,Racing,E,PSP,Sony Computer Entertainment,Studio Liverpool,9.1,,1.04,0.47,0.34,,0.23,2005,1,,9.1
1154,1154,3575,Disney's Chicken Little,Platform,E10,PS2,Buena Vista,Avalanche Software,6.3,,0.65,0.32,0.25,,0.08,2005,1,,6.3
1155,1155,2453,Shadow The Hedgehog,Platform,E10,GC,Sega,Sonic Team,4.9,,0.99,0.76,0.2,,0.03,2005,1,,4.9
1156,1156,3097,Donkey Kong Country 3,Platform,E,GBA,Nintendo,Rare Ltd.,7.5,,0.77,0.45,0.17,0.14,0.01,2005,1,,7.5
1157,1157,338,FIFA Soccer 06,Sports,E,PS2,EA Sports,EA Canada,8.4,,4.21,0.78,2.55,0.04,0.84,2005,1,,8.4
1158,1158,414,Midnight Club 3: DUB Edition,Racing,E10,PSP,Rockstar Games,Rockstar Leeds,7.2,,3.66,1.65,1.22,,0.79,2005,1,,7.2
1159,1159,3401,Halo 2 Multiplayer Map Pack,Shooter,M,XB,Microsoft Game Studios,Bungie Studios,8.6,,0.69,0.54,0.13,,0.02,2005,1,,8.6
1160,1160,3536,Madagascar,Platform,E10,GC,Activision,Toys for Bob,6.8,,0.66,0.52,0.13,,0.02,2005,1,,6.8
1161,1161,7238,Pac-Pix,Puzzle,E,DS,Namco,Namco,6.8,,0.27,0.16,0.0,0.1,0.01,2005,1,,6.8
1162,1162,7551,Peter Jackson's King Kong: The Official Game of the Movie,Action,T,X360,Ubisoft,Ubisoft Montpellier,7.9,,0.26,0.2,0.03,,0.02,2005,1,,7.9
1163,1163,8390,NBA 06,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,7.2,,0.22,0.2,,,0.02,2005,1,,7.2
1164,1164,7557,Polarium,Puzzle,E,DS,Nintendo,Mitchell,7.6,,0.26,0.13,0.01,0.11,0.01,2005,1,,7.6
1165,1165,7524,Rayman DS,Platform,E,DS,Ubisoft,Ubisoft Montreal,5.4,,0.26,0.21,0.03,,0.02,2005,1,,5.4
1166,1166,10833,World Championship Poker 2: Featuring Howard Lederer,Misc,T,PSP,Crave Entertainment,Point of View,7.0,,0.14,0.12,0.0,,0.01,2005,1,,7.0
1169,1169,443,LEGO Star Wars: The Video Game,Action,E,PS2,Eidos Interactive,Traveller's Tales,7.9,,3.53,1.98,1.14,0.01,0.41,2005,1,,7.9
1170,1170,10919,Ys: The Ark of Napishtim,Role-Playing,T,PS2,Konami,Konami Software Shanghai,7.4,,0.13,0.07,0.05,,0.02,2005,1,,7.4
1171,1171,2071,LEGO Star Wars: The Video Game,Action,E,GBA,Eidos Interactive,Amaze Entertainment,7.4,,1.14,0.82,0.3,,0.02,2005,1,,7.4
1172,1172,8103,NBA 2K6,Action,E,X360,2K Sports,Unknown,8.0,,0.23,0.21,0.01,,0.02,2005,1,,8.0
1173,1173,11134,Shin Megami Tensei: Digital Devil Saga,Role-Playing,M,PS2,Atlus,Atlus Co.,7.6,,0.13,0.06,0.05,,0.02,2005,1,,7.6
1174,1174,7633,College Hoops 2K6,Sports,E,PS2,2K Sports,Visual Concepts,8.3,,0.25,0.12,0.1,,0.03,2005,1,,8.3
1176,1176,7505,Metroid Prime Pinball,Misc,E,DS,Nintendo,Fuse Games Limited,7.6,,0.26,0.22,0.0,0.02,0.02,2005,1,,7.6
1177,1177,7954,Midway Arcade Treasures: Extended Play,Misc,M,PSP,Midway Games,Digital Eclipse,5.6,,0.24,0.21,0.0,,0.02,2005,1,,5.6
1178,1178,4870,Disney's Kim Possible 3: Team Possible,Platform,E,GBA,Disney Interactive Studios,Artificial Mind and Movement,9.0,,0.46,0.33,0.12,,0.01,2005,1,,9.0
1179,1179,430,Star Wars Battlefront II,Shooter,T,PS2,LucasArts,Pandemic Studios,8.5,,3.59,2.18,1.02,0.03,0.37,2005,1,,8.5
1180,1180,8365,From Russia With Love,Action,T,GC,Electronic Arts,EA Redwood Shores,7.3,,0.22,0.17,0.04,,0.01,2005,1,,7.3
1181,1181,2098,SOCOM: U.S. Navy SEALs Fireteam Bravo,Shooter,M,PSP,Sony Computer Entertainment,Zipper Interactive,7.9,,1.12,1.03,0.0,0.01,0.08,2005,1,,7.9
1182,1182,3503,"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",Adventure,E,GBA,Buena Vista,Amaze Entertainment,6.8,,0.67,0.48,0.18,,0.01,2005,1,,6.8
1183,1183,2137,Lumines: Puzzle Fusion,Puzzle,E10,PSP,Ubisoft,Q Entertainment,9.1,,1.11,0.52,0.35,,0.23,2005,1,8.7,8.899999999999997
1184,1184,10798,Robots,Action,E,DS,VU Games,Amaze Entertainment,4.5,,0.14,0.12,0.0,,0.01,2005,1,,4.5
1185,1185,8030,Harry Potter and the Goblet of Fire,Adventure,E10,XB,Electronic Arts,Electronic Arts,6.7,,0.23,0.18,0.05,,0.01,2005,1,,6.7
1186,1186,4341,Blitz: The League,Sports,M,XB,Midway Games,Midway Games,7.9,,0.53,0.4,0.11,,0.02,2005,1,,7.9
1187,1187,10305,Musashi: Samurai Legend,Role-Playing,T,PS2,Square Enix,Square Enix,6.9,,0.15,0.07,0.06,,0.02,2005,1,,6.9
1188,1188,8057,Meteos,Puzzle,E,DS,Nintendo,Q Entertainment,8.8,,0.23,0.15,0.01,0.06,0.01,2005,1,,8.8
1189,1189,8356,Magna Carta: Tears of Blood,Role-Playing,T,PS2,Atlus,SoftMax,6.1,,0.22,0.11,0.08,,0.03,2005,1,,6.1
1190,1190,2026,LEGO Star Wars: The Video Game,Action,E,XB,Eidos Interactive,Traveller's Tales,8.0,,1.16,0.83,0.28,,0.05,2005,1,,8.0
1191,1191,8125,Pinball Hall of Fame: The Gottlieb Collection,Misc,E,PSP,Crave Entertainment,FarSight Studios,7.2,,0.23,0.2,0.01,,0.02,2005,1,,7.2
1192,1192,2056,Shadow of the Colossus,Adventure,T,PS2,Sony Computer Entertainment,Team ICO,9.1,9.4,1.14,0.78,0.03,0.2,0.13,2005,1,9.4,9.3
1193,1193,9788,Zoo Keeper,Puzzle,E,DS,Ignition Entertainment,"Buddiez, Inc.",7.2,,0.17,0.1,0.01,0.05,0.01,2005,1,,7.2
1194,1194,395,World Soccer Winning Eleven 8 International,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,9.3,,3.85,0.16,1.89,1.12,0.68,2005,1,,9.3
1195,1195,7900,Harvest Moon: Another Wonderful Life,Role-Playing,E,GC,Natsume,Marvelous Interactive,7.7,,0.24,0.19,0.05,,0.01,2005,1,,7.7
1196,1196,674,Call of Duty 2: Big Red One,Shooter,T,PS2,Activision,Treyarch,8.5,,2.67,1.48,0.92,0.01,0.26,2005,1,,8.5
1197,1197,3597,Harry Potter and the Goblet of Fire,Adventure,E10,PS2,Electronic Arts,Electronic Arts,6.7,,0.65,0.54,0.02,,0.09,2005,1,,6.7
1198,1198,3089,Twisted Metal: Head On,Action,T,PSP,Sony Computer Entertainment,Incognito Inc.,7.5,,0.77,0.71,0.0,,0.06,2005,1,,7.5
1199,1199,10292,FIFA 06: Road to FIFA World Cup,Sports,E,X360,EA Sports,EA Canada,6.1,,0.15,0.11,0.02,0.01,0.01,2005,1,,6.1
1200,1200,319,Need for Speed: Most Wanted,Racing,T,PS2,Electronic Arts,EA Canada,8.6,,4.37,2.03,1.79,0.08,0.47,2005,1,,8.6
1201,1201,7778,X-Men Legends II: Rise of Apocalypse,Role-Playing,T,GC,Activision,Raven Software,8.2,,0.25,0.19,0.05,,0.01,2005,1,,8.2
1202,1202,10211,Kingdom of Paradise,Role-Playing,T,PSP,Sony Computer Entertainment,Climax Entertainment,7.0,,0.15,0.14,0.0,,0.02,2005,1,,7.0
1203,1203,7280,Gun,Shooter,M,X360,Activision,Neversoft Entertainment,7.5,,0.27,0.24,0.01,,0.02,2005,1,,7.5
1204,1204,7664,Crash Tag Team Racing,Racing,E10,PSP,VU Games,Radical Entertainment,6.3,,0.25,0.16,0.06,,0.03,2005,1,,6.3
1205,1205,11774,FIFA Soccer 06,Sports,E,PSP,EA Sports,EA Canada,7.6,,0.11,0.1,0.01,,0.01,2005,1,,7.6
1206,1206,7758,"Ed, Edd n Eddy: The Mis-Edventures",Platform,E,GC,Midway Games,A2M,4.6,,0.25,0.19,0.05,,0.01,2005,1,,4.6
1208,1208,8108,SSX on Tour,Sports,E,PSP,EA Sports BIG,EA Montreal,8.2,,0.23,0.19,0.02,,0.02,2005,1,,8.2
1209,1209,3402,Mortal Kombat: Shaolin Monks,Action,M,PS2,Midway Games,Midway Studios Los Angeles,8.0,,0.69,0.58,0.02,,0.09,2005,1,,8.0
1211,1211,7823,MLB,Sports,E,PSP,Sony Computer Entertainment,989 Sports,8.0,,0.24,0.23,,,0.02,2005,1,,8.0
1213,1213,3594,Champions: Return to Arms,Role-Playing,T,PS2,Sony Online Entertainment,Snowblind Studios,7.7,,0.65,0.32,0.25,,0.08,2005,1,,7.7
1215,1215,4414,We Love Katamari,Puzzle,E,PS2,Namco,Namco,8.2,,0.52,0.26,0.2,,0.07,2005,1,,8.2
1217,1217,3569,Radiata Stories,Role-Playing,T,PS2,Square Enix,tri-Ace,7.7,,0.65,0.18,0.14,0.29,0.05,2005,1,,7.7
1220,1220,11900,Eragon,Action,T,PSP,Sierra Entertainment,Amaze Entertainment,6.2,,0.11,0.1,0.0,,0.01,2006,1,,6.2
1221,1221,4548,Avatar: The Last Airbender,Adventure,E10,GC,THQ,AWE Games,5.5,,0.5,0.39,0.1,,0.01,2006,1,,5.5
1224,1224,5938,Valkyrie Profile: Lenneth,Role-Playing,T,PSP,Square Enix,tri-Ace,8.1,,0.36,0.17,0.01,0.16,0.02,2006,1,,8.1
1225,1225,6121,Dynasty Warriors 5 Empires,Action,T,PS2,KOEI,Omega Force,6.3,,0.34,0.11,0.09,0.12,0.03,2006,1,,6.3
1226,1226,10714,Just Cause,Action,M,X360,Eidos Interactive,Avalanche Studios,7.3,,0.14,0.1,0.03,0.01,0.01,2006,1,,7.3
1227,1227,9741,Pursuit Force,Racing,T,PSP,Sony Computer Entertainment,Bigbig Studios,7.4,,0.17,0.14,0.01,,0.02,2006,1,,7.4
1228,1228,10504,Shadow Hearts: From The New World,Role-Playing,T,PS2,Xseed Games,Nautilus,7.6,,0.14,0.07,0.06,,0.02,2006,1,,7.6
1229,1229,12192,World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,PSP,Activision,Left Field Productions,6.4,,0.1,0.1,0.0,,0.01,2006,1,,6.4
1230,1230,8791,NBA 07,Sports,E,PSP,Sony Computer Entertainment,SCE San Diego Studio,6.9,,0.2,0.18,,,0.02,2006,1,,6.9
1231,1231,9221,Tiger Woods PGA Tour 07,Sports,E,XB,EA Sports,EA Redwood Shores,7.9,,0.19,0.13,0.05,,0.01,2006,1,,7.9
1232,1232,6361,Major League Baseball 2K6,Sports,E,XB,2K Sports,Kush Games,7.3,,0.33,0.24,0.07,,0.01,2006,1,,7.3
1233,1233,3151,Genji: Days of the Blade,Action,T,PS3,Sony Computer Entertainment,Game Republic,5.0,,0.75,0.18,0.38,0.06,0.14,2006,1,,5.0
1235,1235,2976,The Sims 2: Pets,Simulation,T,PSP,Electronic Arts,Maxis,5.8,,0.8,0.19,0.39,,0.22,2006,1,,5.8
1236,1236,3510,WWE SmackDown vs. RAW 2007,Fighting,T,PSP,THQ,Yuke's,7.8,,0.66,0.33,0.2,,0.14,2006,1,,7.8
1237,1237,6148,Trauma Center: Second Opinion,Simulation,T,Wii,Atlus,Atlus Co.,8.2,,0.34,0.28,0.01,0.03,0.03,2006,1,,8.2
1239,1239,5441,Battlefield 2: Modern Combat,Shooter,T,X360,Electronic Arts,Digtal Illusions,7.8,,0.41,0.35,0.02,0.01,0.03,2006,1,,7.8
1240,1240,4378,Star Fox Command,Shooter,E10,DS,Nintendo,Nintendo EAD / Q-Games,7.2,,0.53,0.38,0.01,0.1,0.04,2006,1,,7.2
1241,1241,10541,Wild ARMs 4,Role-Playing,T,PS2,Xseed Games,Media.Vision,6.6,,0.14,0.07,0.06,,0.02,2006,1,,6.6
1242,1242,9284,Star Trek: Legacy,Simulation,E10,X360,Bethesda Softworks,Mad Doc Software,6.4,,0.18,0.14,0.02,,0.01,2006,1,,6.4
1244,1244,6060,Need for Speed Carbon,Racing,E10,GC,Electronic Arts,EA Black Box,7.7,,0.35,0.27,0.07,,0.01,2006,1,,7.7
1245,1245,6020,Suikoden V,Role-Playing,T,PS2,Konami,Hudson Soft,7.9,,0.35,0.08,0.06,0.19,0.02,2006,1,,7.9
1246,1246,1149,Madden NFL 07,Sports,E,X360,EA Sports,EA Tiburon,8.2,,1.8,1.66,0.0,0.01,0.13,2006,1,,8.2
1250,1250,5274,Horsez,Simulation,E,DS,Ubisoft,MTO,4.0,,0.42,0.38,0.01,,0.03,2006,1,,4.0
1251,1251,12159,The Godfather: Mob Wars,Action,M,PSP,Electronic Arts,Page 44,6.2,,0.1,0.09,0.0,,0.01,2006,1,,6.2
1252,1252,10540,FIFA Street 2,Sports,E,PSP,EA Sports BIG,EA Canada,4.9,,0.14,0.07,0.06,,0.02,2006,1,,4.9
1254,1254,9123,The Legend of Spyro: A New Beginning,Platform,E10,GC,Sierra Entertainment,Krome Studios,6.5,,0.19,0.15,0.04,,0.01,2006,1,,6.5
1255,1255,7583,Teen Titans,Action,E10,PS2,THQ,A2M,6.6,,0.25,0.12,0.1,,0.03,2006,1,,6.6
1256,1256,5238,Juiced: Eliminator,Racing,T,PSP,THQ,Juice Games,6.6,,0.42,0.11,0.2,,0.12,2006,1,,6.6
1257,1257,6101,Over the Hedge,Platform,E10,GC,Activision,Edge of Reality,6.7,,0.35,0.27,0.07,,0.01,2006,1,,6.7
1258,1258,10810,Bust-A-Move Deluxe,Puzzle,E,PSP,Majesco,Dreams,7.1,,0.14,0.13,0.0,,0.01,2006,1,,7.1
1259,1259,9235,Samurai Warriors: State of War,Action,T,PSP,KOEI,Omega Force,6.5,,0.19,0.07,0.0,0.11,0.01,2006,1,,6.5
1260,1260,7645,Dead or Alive Xtreme 2,Sports,M,X360,Tecmo,Team Ninja,5.3,,0.25,0.15,0.02,0.06,0.02,2006,1,,5.3
1261,1261,4498,Ace Combat Zero: The Belkan War,Simulation,T,PS2,Namco,Namco,7.5,,0.51,0.15,0.12,0.2,0.04,2006,1,,7.5
1262,1262,6186,F.E.A.R.,Shooter,M,X360,Vivendi Games,Day 1 Studios,8.6,,0.34,0.28,0.03,,0.03,2006,1,,8.6
1263,1263,10618,Hitman: Blood Money,Action,M,XB,Eidos Interactive,IO Interactive,8.1,,0.14,0.11,0.03,,0.01,2006,1,,8.1
1266,1266,2624,SpongeBob SquarePants: The Yellow Avenger,Action,E,PSP,THQ,Tantalus Interactive,5.7,,0.92,0.55,0.21,,0.16,2006,1,,5.7
1267,1267,1252,NCAA Football 07,Sports,E,PS2,Electronic Arts,EA Sports,8.9,,1.7,1.41,0.05,,0.23,2006,1,,8.9
1268,1268,10743,Eragon,Action,T,X360,Sierra Entertainment,Stormfront Studios,4.2,,0.14,0.12,0.01,,0.01,2006,1,,4.2
1269,1269,333,Daxter,Platform,E10,PSP,Sony Computer Entertainment,Ready at Dawn,8.6,,4.23,2.45,1.02,,0.77,2006,1,,8.6
1270,1270,6099,MLB 06: The Show,Sports,E,PSP,Sony Computer Entertainment,SCEA San Diego Studios,8.3,,0.35,0.32,,,0.03,2006,1,,8.3
1273,1273,2604,Cars,Racing,E,GC,THQ,Rainbow Studios,7.6,,0.93,0.72,0.19,,0.03,2006,1,,7.6
1274,1274,9365,Metal Gear Ac!d 2,Strategy,M,PSP,Konami,Kojima Productions,8.3,,0.18,0.11,0.01,0.05,0.01,2006,1,,8.3
1275,1275,7023,Pirates of the Caribbean: Dead Man's Chest,Adventure,T,PSP,Buena Vista,Griptonite Games,4.3,,0.28,0.25,0.01,,0.02,2006,1,,4.3
1276,1276,356,FIFA 07 Soccer,Sports,E,PS2,EA Sports,Team Fusion,8.4,,4.11,0.71,2.48,0.03,0.89,2006,1,,8.4
1277,1277,9004,Enchanted Arms,Role-Playing,T,X360,Ubisoft,From Software,6.9,,0.19,0.16,0.02,,0.01,2006,1,,6.9
1278,1278,9960,World Series of Poker: Tournament of Champions 2007 Edition,Misc,T,X360,Activision,Left Field Productions,6.9,,0.16,0.15,0.0,,0.01,2006,1,,6.9
1279,1279,1530,Fight Night Round 3,Fighting,T,X360,EA Sports,EA Chicago,8.6,,1.47,1.33,0.03,0.01,0.1,2006,1,,8.6
1280,1280,4167,NCAA Football 07,Sports,E,XB,EA Sports,EA Sports,8.8,,0.56,0.42,0.12,,0.01,2006,1,,8.8
1281,1281,3192,Mortal Kombat: Unchained,Fighting,M,PSP,Midway Games,JGI Entertainment,7.0,,0.74,0.67,0.01,,0.06,2006,1,,7.0
1282,1282,11837,Open Season,Platform,E10,X360,Ubisoft,Ubisoft Montreal,5.7,,0.11,0.1,0.0,,0.01,2006,1,,5.7
1283,1283,5747,NBA 2K7,Sports,E,PS3,2K Sports,Visual Concepts,8.1,,0.38,0.3,0.04,,0.03,2006,1,,8.1
1285,1285,11458,College Hoops 2K6,Sports,E,X360,2K Sports,Visual Concepts,6.5,,0.12,0.11,,,0.01,2006,1,,6.5
1286,1286,8941,Family Guy,Adventure,M,PSP,2K Games,High Voltage Software,5.5,,0.19,0.18,0.0,,0.02,2006,1,,5.5
1287,1287,2272,SOCOM: U.S. Navy SEALs Fireteam Bravo 2,Shooter,T,PSP,Sony Computer Entertainment,Zipper Interactive,8.2,,1.05,0.81,0.11,,0.13,2006,1,,8.2
1288,1288,2218,LEGO Star Wars II: The Original Trilogy,Action,E,DS,LucasArts,Amaze Entertainment,4.9,,1.07,0.96,0.03,,0.08,2006,1,,4.9
1290,1290,11552,Phantasy Star Universe,Role-Playing,T,X360,Sega,Sonic Team,6.6,,0.12,0.09,0.01,,0.01,2006,1,,6.6
1292,1292,4504,NHL 07,Sports,E10,PS2,EA Sports,EA Montreal,7.2,,0.51,0.42,0.02,,0.07,2006,1,,7.2
1293,1293,5671,Marvel: Ultimate Alliance,Role-Playing,T,PS3,Activision,Raven Software,7.7,,0.38,0.33,0.02,,0.03,2006,1,,7.7
1294,1294,9446,Full Auto 2: Battlelines,Racing,T,PS3,Sega,Pseudo Interactive,6.7,,0.18,0.14,0.02,,0.02,2006,1,,6.7
1295,1295,9015,Final Fantasy XI: Online,Role-Playing,T,X360,Square Enix,Square Enix,6.7,,0.19,0.17,0.01,,0.01,2006,1,,6.7
1296,1296,4112,Tony Hawk's Project 8,Sports,T,PSP,Activision,Page 44 Studios,6.3,,0.56,0.41,0.08,,0.07,2006,1,,6.3
1297,1297,7846,Harvest Moon: Magical Melody,Simulation,E,GC,Natsume,Marvelous Interactive,8.0,,0.24,0.19,0.05,,0.01,2006,1,,8.0
1298,1298,3055,NBA 2K7,Sports,E,PS2,2K Sports,Visual Concepts,8.2,,0.78,0.65,0.02,,0.11,2006,1,,8.2
1299,1299,5510,Marvel: Ultimate Alliance,Role-Playing,T,Wii,Activision,Vicarious Visions,6.9,,0.4,0.36,0.01,,0.03,2006,1,,6.9
1300,1300,11086,Ape Escape 3,Platform,E10,PS2,Sony Computer Entertainment,SCE Japan Studio,7.8,,0.13,0.06,0.05,,0.02,2006,1,,7.8
1301,1301,11511,Major League Baseball 2K6,Sports,E,PSP,2K Sports,Visual Concepts,7.4,,0.12,0.11,,,0.01,2006,1,,7.4
1302,1302,1602,LEGO Star Wars II: The Original Trilogy,Action,E10,PSP,LucasArts,Traveller's Tales,8.4,,1.41,0.58,0.51,,0.32,2006,1,,8.4
1304,1304,3247,NCAA Football 07,Sports,E,X360,Electronic Arts,Electronic Arts,8.0,,0.73,0.67,,,0.06,2006,1,,8.0
1305,1305,5619,Chibi-Robo! Plug into Adventure!,Adventure,E10,GC,Nintendo,skip Ltd.,7.4,,0.39,0.23,0.06,0.09,0.01,2006,1,,7.4
1306,1306,7810,Far Cry Instincts Predator,Shooter,M,X360,Ubisoft,Ubisoft Montreal,8.0,,0.24,0.2,0.03,,0.02,2006,1,,8.0
1307,1307,5630,LocoRoco,Platform,E,PSP,Sony Computer Entertainment,SCE Japan Studio,8.1,,0.39,0.14,0.05,0.16,0.03,2006,1,8.4,8.25
1308,1308,1597,Rayman Raving Rabbids,Misc,E,Wii,Ubisoft,Ubisoft Montpellier,7.5,,1.42,1.22,0.07,0.02,0.11,2006,1,,7.5
1309,1309,5644,Hitman: Blood Money,Action,M,X360,Eidos Interactive,IO Interactive,8.1,,0.39,0.29,0.06,0.01,0.03,2006,1,,8.1
1310,1310,5540,Castlevania: Portrait of Ruin,Platform,T,DS,Konami,Konami,8.5,,0.4,0.31,0.02,0.04,0.03,2006,1,,8.5
1312,1312,1569,Sonic Rivals,Racing,E,PSP,Sega,Backbone Entertainment,7.0,,1.44,0.73,0.43,,0.28,2006,1,,7.0
1313,1313,1560,Sega Genesis Collection,Misc,T,PSP,Sega,Sega,8.3,,1.45,0.53,0.58,,0.34,2006,1,,8.3
1314,1314,9955,Eragon,Role-Playing,T,DS,Sierra Entertainment,Amaze Entertainment,6.8,,0.16,0.13,0.02,,0.01,2006,1,,6.8
1316,1316,5636,Ice Age 2: The Meltdown,Platform,E10,PS2,Vivendi Games,Eurocom Entertainment Software,7.4,,0.39,0.19,0.15,,0.05,2006,1,,7.4
1317,1317,7803,Mega Man X Collection,Misc,E,PS2,Capcom,Capcom,7.5,,0.24,0.12,0.09,,0.03,2006,1,,7.5
1318,1318,2221,Call of Duty 3,Shooter,T,PS2,Activision,Treyarch,8.2,,1.07,0.89,0.03,,0.15,2006,1,,8.2
1320,1320,8958,Ice Age 2: The Meltdown,Platform,E10,GC,Vivendi Games,Eurocom Entertainment Software,7.4,,0.19,0.15,0.04,,0.01,2006,1,,7.4
1321,1321,5796,Major League Baseball 2K6,Sports,E,X360,2K Sports,Kush Games,6.3,,0.37,0.34,,,0.03,2006,1,,6.3
1322,1322,4573,Burnout Revenge,Racing,E10,X360,Electronic Arts,Criterion,8.8,,0.5,0.42,0.04,,0.04,2006,1,,8.8
1323,1323,3042,Tom Clancy's Splinter Cell: Double Agent,Action,M,X360,Ubisoft,Ubisoft Shanghai,8.5,8.3,0.78,0.67,0.04,0.01,0.06,2006,1,,8.4
1324,1324,3502,Blazing Angels: Squadrons of WWII,Simulation,T,PS3,Ubisoft,Ubisoft Romania,6.8,,0.67,0.35,0.22,,0.1,2006,1,,6.8
1325,1325,364,World Soccer Winning Eleven 9,Sports,E,PS2,Konami,Konami Computer Entertainment Tokyo,8.9,,4.06,0.12,2.26,0.9,0.77,2006,1,,8.9
1326,1326,4718,Tiger Woods PGA Tour 07,Sports,E,X360,EA Sports,EA Redwood Shores,8.2,,0.48,0.44,0.0,,0.04,2006,1,,8.2
1328,1328,5888,Marvel: Ultimate Alliance,Role-Playing,T,PSP,Activision,Vicarious Visions,8.5,,0.37,0.33,0.0,,0.03,2006,1,,8.5
1331,1331,1311,Need for Speed Carbon,Racing,E10,X360,Electronic Arts,EA Black Box,7.9,,1.65,0.76,0.69,0.02,0.18,2006,1,,7.9
1332,1332,1711,Need for Speed Carbon,Racing,E10,PS2,Electronic Arts,EA Black Box,7.7,,1.34,1.22,0.05,0.05,0.01,2006,1,,7.7
1333,1333,4065,FIFA World Cup Germany 2006,Sports,E,PS2,EA Sports,EA Canada,7.9,,0.57,0.47,0.02,,0.08,2006,1,,7.9
1334,1334,4811,Need for Speed Carbon,Racing,E10,XB,Electronic Arts,EA Black Box,7.9,,0.47,0.35,0.1,,0.02,2006,1,,7.9
1335,1335,3159,Rockstar Games presents Table Tennis,Sports,E,X360,Rockstar Games,Rockstar San Diego,8.1,,0.75,0.28,0.38,,0.08,2006,1,,8.1
1336,1336,437,Grand Theft Auto: Liberty City Stories,Action,M,PS2,Rockstar Games,Rockstar Leeds,8.3,,3.54,1.56,1.4,0.07,0.5,2006,1,,8.3
1338,1338,4373,Madden NFL 07,Sports,E,PS3,EA Sports,EA Tiburon,8.0,,0.53,0.48,,0.01,0.04,2006,1,,8.0
1339,1339,9864,Guilty Gear Judgment,Fighting,T,PSP,Majesco,Arc System Works,7.5,,0.16,0.13,0.0,0.02,0.01,2006,1,,7.5
1341,1341,11010,Rumble Roses XX,Fighting,M,X360,Konami,Yuke's Future Media Creators,6.5,,0.13,0.07,0.01,0.04,0.01,2006,1,,6.5
1342,1342,1456,Call of Duty 3,Shooter,T,PS3,Activision,Treyarch,7.7,,1.51,0.6,0.63,0.03,0.26,2006,1,,7.7
1343,1343,4348,Excite Truck,Racing,E,Wii,Nintendo,Monster Games Inc.,7.0,,0.53,0.39,0.03,0.08,0.04,2006,1,8.0,7.5
1345,1345,2500,LEGO Star Wars II: The Original Trilogy,Action,E10,GC,LucasArts,Traveller's Tales,8.4,,0.97,0.75,0.19,,0.03,2006,1,,8.4
1346,1346,3273,Tiger Woods PGA Tour 07,Sports,E,PS2,EA Sports,EA Redwood Shores,7.8,,0.72,0.6,0.02,,0.1,2006,1,,7.8
1348,1348,5884,Xenosaga Episode III: Also sprach Zarathustra,Role-Playing,T,PS2,Namco,Monolith Soft,7.9,,0.37,0.09,0.07,0.18,0.02,2006,1,,7.9
1349,1349,5879,Elite Beat Agents,Misc,E10,DS,Nintendo,iNiS,8.4,,0.37,0.3,0.03,,0.03,2006,1,9.0,8.7
1350,1350,7981,FIFA World Cup Germany 2006,Sports,E,XB,EA Sports,EA Canada,7.8,,0.24,0.18,0.05,,0.01,2006,1,,7.8
