,years_since_release,average_rating,top_10_publisher,Genre,Platform,total_shipped_in_thousands,pred
1,32.3041095890411,5.9,False,Platform,NES,40.0,63.00973459931181
14,28.301369863013697,8.0,False,Simulation,PC,100.0,189.39103234998373
23,27.301369863013697,9.3,False,Shooter,PC,160.0,387.9081777787649
28,26.301369863013697,9.0,False,Fighting,SAT,20.0,319.13222503736563
29,26.301369863013697,9.0,True,Racing,PS,50.0,392.5260491352917
30,26.301369863013697,7.1,False,Role-Playing,PS,10.0,108.03610010842087
31,26.301369863013697,7.0,True,Simulation,PS,50.0,125.51878711393094
33,26.301369863013697,7.0,True,Action,PS,50.0,125.51878711393094
34,26.301369863013697,8.0,False,Racing,PS,30.0,180.46408575251476
35,26.301369863013697,8.3,True,Fighting,PS,220.0,263.3677362847505
37,26.301369863013697,7.0,False,Platform,PS,160.0,102.04950704266189
40,25.301369863013697,4.8,True,Role-Playing,PS,40.0,34.95817058505583
41,25.301369863013697,8.0,False,Sports,PS,10.0,176.15966382744534
42,25.301369863013697,6.5,False,Shooter,PS,40.0,74.90945908498576
45,25.301369863013697,9.3,False,Strategy,PC,140.0,369.6241252299969
46,25.301369863013697,8.1,False,Role-Playing,PS,30.0,186.493826651916
47,25.301369863013697,8.2,False,Fighting,PS,60.0,197.4342288331287
48,25.301369863013697,4.9,False,Adventure,PS,50.0,30.089076733240532
49,25.301369863013697,6.6,False,Adventure,PS,10.0,79.30391880668203
50,25.301369863013697,8.9,False,Action,PS,240.0,294.2580549204068
51,25.301369863013697,7.8,False,Role-Playing,PS,30.0,157.1775438494353
53,25.301369863013697,7.3,True,Racing,PS,50.0,145.37789745765946
55,25.301369863013697,7.7,True,Fighting,PS,60.0,182.6124290466688
57,25.301369863013697,8.8,True,Racing,PS,20.0,341.87567040135144
58,25.301369863013697,6.3,False,Strategy,PS,10.0,66.83757526695199
59,25.301369863013697,5.8,False,Platform,PS,10.0,50.2609564613326
61,25.301369863013697,6.9,False,Puzzle,PS,10.0,94.09544725370205
62,25.301369863013697,8.5,False,Shooter,PS,100.0,234.2590674557898
64,25.301369863013697,6.0,False,Racing,PS,10.0,56.330904383870916
65,25.301369863013697,8.3,True,Sports,PS,50.0,257.0858999088708
69,25.301369863013697,6.3,True,Sports,PS,20.0,82.208837889209
70,25.301369863013697,7.3,False,Role-Playing,PS,20.0,118.1953961759261
73,25.301369863013697,9.1,True,Fighting,PS,230.0,405.6412923299808
74,25.301369863013697,7.0,True,Simulation,PC,200.0,122.52491818423007
75,25.301369863013697,8.7,True,Racing,PS,70.0,322.93134979256854
77,25.301369863013697,8.1,False,Role-Playing,PS,40.0,186.493826651916
79,24.2986301369863,8.6,True,Sports,PS,40.0,297.7413707318636
80,24.2986301369863,8.5,True,Shooter,PS,100.0,281.24265943421244
81,24.2986301369863,8.9,True,Role-Playing,PS,60.0,353.2751958101776
82,24.2986301369863,9.1,True,Action,N64,60.0,395.9397647294343
83,24.2986301369863,8.6,True,Fighting,PS,100.0,297.7413707318636
85,24.2986301369863,8.3,False,Platform,PS,60.0,204.01748907365152
87,24.2986301369863,8.2,True,Fighting,PS,80.0,237.0321378951584
88,24.2986301369863,8.5,True,Simulation,PS,60.0,281.24265943421244
89,24.2986301369863,8.2,False,Adventure,PC,130.0,192.7122893843236
90,24.2986301369863,7.1,True,Strategy,PS,10.0,126.6103973188398
91,24.2986301369863,7.4,True,Puzzle,PS,20.0,150.22538787429178
92,24.2986301369863,9.15,False,Platform,PS,80.0,331.2152247969361
93,24.2986301369863,5.3,False,Racing,PS,10.0,36.891624087712835
94,24.2986301369863,6.1,False,Puzzle,N64,30.0,58.20920585841642
95,24.2986301369863,9.2,True,Misc,PS,30.0,419.16702293653753
96,24.2986301369863,8.4,False,Strategy,PS,30.0,215.9858926532132
97,24.2986301369863,7.6,False,Adventure,PS,280.0,136.88677319172422
98,24.2986301369863,8.6,True,Platform,PS,310.0,297.7413707318636
99,24.2986301369863,8.8,False,Role-Playing,PS,10.0,271.3047112866898
101,24.2986301369863,8.5,True,Racing,PS,20.0,281.24265943421244
103,24.2986301369863,7.3,True,Strategy,PS,20.0,141.90096423768642
104,24.2986301369863,7.0,True,Racing,PS,20.0,119.59454867305112
105,24.2986301369863,7.8,False,Strategy,PS,30.0,153.41840416451151
106,24.2986301369863,7.2,True,Simulation,PS,30.0,134.0378210135481
108,24.2986301369863,8.8,False,Simulation,PS,30.0,271.3047112866898
110,24.2986301369863,6.5,True,Platform,N64,60.0,89.93348995473012
114,24.2986301369863,7.6,False,Platform,PS,200.0,136.88677319172422
119,24.2986301369863,7.7,False,Role-Playing,PS,30.0,144.91704625165323
121,24.2986301369863,1.9,True,Action,PS,20.0,6.532118040727592
122,24.2986301369863,6.1,False,Adventure,PS,30.0,58.20920585841642
123,24.2986301369863,7.6,False,Role-Playing,PS,10.0,136.88677319172422
125,24.2986301369863,7.4,False,Shooter,N64,10.0,122.13651143672243
126,24.2986301369863,8.0,False,Shooter,PS,30.0,171.9465379129004
130,23.2986301369863,3.8,True,Misc,PS,90.0,18.83525364185691
131,23.2986301369863,8.6,True,Platform,PS,20.0,290.6396558458556
133,23.2986301369863,8.3,True,Role-Playing,PS,40.0,244.95195402022955
134,23.2986301369863,8.6,False,Simulation,PS,20.0,236.29636875949893
135,23.2986301369863,9.1,False,Sports,PS,40.0,314.229522162414
136,23.2986301369863,7.9,False,Strategy,PS,10.0,158.54448353068665
137,23.2986301369863,7.8,False,Puzzle,PS,10.0,149.75907472042192
138,23.2986301369863,9.0,False,Action,PS,20.0,296.8171546616765
139,23.2986301369863,4.4,False,Action,PS,50.0,21.558650639922085
140,23.2986301369863,9.0,False,Shooter,N64,40.0,296.8171546616765
141,23.2986301369863,6.7,False,Platform,PS,10.0,79.99360812769237
142,23.2986301369863,8.3,False,Fighting,PS,20.0,199.15127234468667
144,23.2986301369863,7.2,False,Simulation,PS,20.0,106.37638398749921
146,23.2986301369863,7.7,False,Misc,PS,40.0,141.46049084562435
148,23.2986301369863,7.5,True,Fighting,PS,40.0,155.2447808555427
149,23.2986301369863,7.6,False,Role-Playing,PS,10.0,133.62175552728706
150,23.2986301369863,3.7,True,Action,PS,10.0,17.791537710506244
154,23.2986301369863,6.7,True,Action,PS,30.0,98.390486735595
155,23.2986301369863,5.2,False,Fighting,PS,10.0,34.01617478659249
156,23.2986301369863,8.6,True,Fighting,PS,30.0,290.6396558458556
157,23.2986301369863,8.6,False,Platform,PS,60.0,236.29636875949893
158,23.2986301369863,7.6,False,Role-Playing,PS,70.0,133.62175552728706
159,23.2986301369863,6.2,True,Role-Playing,PS,70.0,73.98832094485383
160,23.2986301369863,4.6,True,Action,PS,20.0,29.719080787215855
161,23.2986301369863,7.2,False,Misc,PS,20.0,106.37638398749921
163,23.2986301369863,6.5,False,Puzzle,PS,20.0,71.37388080781538
164,23.2986301369863,8.4,True,Role-Playing,PS,70.0,259.3217213211985
165,23.2986301369863,6.0,False,Shooter,N64,20.0,53.67219713507043
167,23.2986301369863,9.1,False,Sports,N64,30.0,314.229522162414
168,23.2986301369863,7.4,False,Role-Playing,PS,10.0,119.22331640687759
169,23.2986301369863,6.6,False,Action,N64,30.0,75.56093072410508
171,23.2986301369863,8.2,True,Strategy,PS,20.0,231.37845712511754
172,23.2986301369863,8.3,True,Sports,PS,30.0,244.95195402022955
173,23.2986301369863,5.4,False,Role-Playing,N64,10.0,38.12426233636735
174,23.2986301369863,8.2,False,Sports,PS,10.0,188.11572381174878
176,23.2986301369863,3.6,True,Platform,PS,110.0,16.805657100413715
179,23.2986301369863,8.8,True,Action,PS,130.0,325.7398150830964
180,23.2986301369863,8.2,False,Adventure,PS,180.0,188.11572381174878
187,23.2986301369863,6.0,False,Action,PS,140.0,53.67219713507043
190,23.2986301369863,8.7,True,Platform,PS,210.0,307.6896289299391
192,23.2986301369863,9.3,True,Platform,PS,280.0,433.1724053999874
195,23.2986301369863,5.4,False,Action,PS,10.0,38.12426233636735
196,22.2986301369863,9.0,False,Adventure,PS,10.0,289.73748413922914
197,22.2986301369863,8.1,True,Role-Playing,PS,40.0,213.34409189216169
198,22.2986301369863,3.9,True,Racing,PS,10.0,19.464584950417933
199,22.2986301369863,6.9,False,Action,PS,220.0,87.51589695209123
200,22.2986301369863,8.2,True,Role-Playing,PS,20.0,225.85962771545894
201,22.2986301369863,8.5,False,Action,PS,330.0,217.87868601418748
204,22.2986301369863,8.7,True,Role-Playing,PS,20.0,300.3506285999851
205,22.2986301369863,6.8,False,Adventure,PS,80.0,82.6663877481188
206,22.2986301369863,5.9,False,Shooter,PS,40.0,49.488817152267394
207,22.2986301369863,8.9,False,Platform,DC,80.0,273.6822913685012
208,22.2986301369863,9.6,True,Sports,PS,200.0,501.70731395426054
209,22.2986301369863,9.0,False,Platform,N64,20.0,289.73748413922914
210,22.2986301369863,7.6,False,Platform,N64,50.0,130.43461492942478
211,22.2986301369863,9.7,False,Sports,DC,20.0,431.8277991826907
212,22.2986301369863,6.7,False,Adventure,PS,10.0,78.08560388820914
214,22.2986301369863,6.1,True,Platform,N64,10.0,68.22143832547873
217,22.2986301369863,7.6,False,Sports,PS,70.0,130.43461492942478
218,22.2986301369863,9.3,True,Shooter,PS,140.0,422.840395064724
219,22.2986301369863,8.6,True,Role-Playing,PS,50.0,283.7073307701991
221,22.2986301369863,4.2,False,Shooter,N64,10.0,18.776787315665615
226,22.2986301369863,9.2,False,Shooter,PS,110.0,324.72868931626175
228,22.2986301369863,4.3,True,Misc,PS,20.0,24.44990057182711
229,22.2986301369863,4.5,False,Fighting,PS,10.0,22.278977218794456
230,22.2986301369863,3.1,False,Misc,PS,20.0,10.029595663771522
231,22.2986301369863,2.9,False,Action,PS,60.0,8.948854567403814
232,22.2986301369863,5.5,False,Platform,PS,20.0,39.39808600555074
234,22.2986301369863,6.5,False,Platform,PS,50.0,69.6714739486036
235,22.2986301369863,1.7,False,Shooter,PS,50.0,4.515143948972881
236,22.2986301369863,8.2,True,Fighting,PS,30.0,225.85962771545894
237,22.2986301369863,7.7,False,Puzzle,PS,20.0,138.08638105647742
240,22.2986301369863,8.9,False,Adventure,PS,70.0,273.6822913685012
242,22.2986301369863,6.2,True,Role-Playing,PS,50.0,72.22355456739926
244,22.2986301369863,7.0,False,Misc,PS,20.0,92.64989590044527
245,22.2986301369863,7.6,False,Misc,PS,10.0,130.43461492942478
246,22.2986301369863,8.5,False,Role-Playing,PS,40.0,217.87868601418748
249,22.2986301369863,6.2,True,Shooter,PS,160.0,72.22355456739926
251,22.2986301369863,6.7,True,Fighting,PS,20.0,96.04368090685098
254,22.2986301369863,8.8,True,Sports,PS,140.0,317.97028245800317
256,22.2986301369863,8.8,False,Role-Playing,PS,40.0,258.5167633081264
257,22.2986301369863,8.9,False,Adventure,PS,100.0,273.6822913685012
258,22.2986301369863,9.3,True,Platform,PS,110.0,422.840395064724
259,22.2986301369863,5.4,True,Racing,PS,30.0,45.773588319684336
260,22.2986301369863,8.0,False,Role-Playing,PS,10.0,163.84183758721855
261,22.2986301369863,8.5,True,Strategy,PS,40.0,267.98628625462146
262,22.2986301369863,6.0,False,Action,N64,10.0,52.39201010421888
263,22.2986301369863,7.5,False,Strategy,PS,10.0,123.20685531492742
264,22.2986301369863,7.8,False,Simulation,N64,60.0,146.18702745120103
265,22.2986301369863,6.3,False,Adventure,PS,10.0,62.16401027160299
270,22.2986301369863,6.4,False,Racing,N64,10.0,65.81077588190796
273,22.2986301369863,9.0,False,Action,N64,10.0,289.73748413922914
274,22.2986301369863,9.1,True,Racing,PS,130.0,377.2771433175478
275,22.2986301369863,8.5,False,Misc,PS,30.0,217.87868601418748
276,22.2986301369863,5.7,False,Role-Playing,PS,10.0,44.15613971440443
277,22.2986301369863,6.7,False,Racing,PS,40.0,78.08560388820914
278,22.2986301369863,9.2,True,Racing,N64,20.0,399.40958467378107
279,22.2986301369863,3.9,False,Racing,PS,20.0,15.825131397877461
281,22.2986301369863,9.2,True,Racing,PS,210.0,399.40958467378107
283,22.2986301369863,7.8,False,Sports,N64,10.0,146.18702745120103
285,22.2986301369863,7.2,False,Strategy,PS,10.0,103.83909886710494
287,22.2986301369863,7.0,False,Platform,PS,30.0,92.64989590044527
288,22.2986301369863,7.5,False,Racing,PS,40.0,123.20685531492742
289,22.2986301369863,8.7,True,Platform,PS,170.0,300.3506285999851
291,22.2986301369863,4.4,False,Adventure,PS,10.0,21.044434594649488
293,22.2986301369863,8.0,False,Fighting,PS,10.0,163.84183758721855
297,21.2986301369863,9.1,True,Platform,PS,190.0,368.27834446650843
298,21.2986301369863,8.0,True,Puzzle,PS2,40.0,196.71538185025838
299,21.2986301369863,8.7,False,Fighting,PS,160.0,238.36715307099297
300,21.2986301369863,7.9,True,Strategy,PS2,60.0,185.81481306139005
301,21.2986301369863,8.7,True,Fighting,PS2,350.0,293.18667780299864
303,21.2986301369863,6.2,False,Role-Playing,PS2,30.0,57.318751644188595
304,21.2986301369863,7.1,True,Sports,PS,20.0,117.76505335020433
305,21.2986301369863,8.1,False,Role-Playing,PS,20.0,169.31618903511566
307,21.2986301369863,8.7,False,Role-Playing,PS,20.0,238.36715307099297
308,21.2986301369863,8.5,True,Action,PS,40.0,261.5942884154822
310,21.2986301369863,6.5,True,Role-Playing,PS,40.0,83.65049369379791
311,21.2986301369863,6.8,True,Misc,PS,170.0,99.25273221741078
313,21.2986301369863,7.0,False,Action,PS,250.0,90.44001440736976
314,21.2986301369863,9.3,True,Sports,PS,200.0,412.7548234135444
315,21.2986301369863,6.1,True,Racing,PS,30.0,66.5942233942448
316,21.2986301369863,6.5,False,Fighting,PS,30.0,68.00967282753432
317,21.2986301369863,9.1,False,Role-Playing,N64,40.0,299.4183131580279
320,21.2986301369863,8.7,False,Platform,PS,20.0,238.36715307099297
323,21.2986301369863,5.2,False,Shooter,PS,10.0,32.41282233636173
324,21.2986301369863,8.4,False,Role-Playing,PS,40.0,200.89653543336846
325,21.2986301369863,8.1,False,Role-Playing,PS,50.0,169.31618903511566
327,21.2986301369863,7.2,True,Sports,PS,20.0,124.67357718540865
330,21.2986301369863,7.1,True,Sports,GB,50.0,117.76505335020433
337,21.2986301369863,7.0,False,Sports,PS,10.0,90.44001440736976
342,21.2986301369863,9.1,False,Fighting,N64,20.0,299.4183131580279
343,21.2986301369863,7.8,True,Role-Playing,PS,10.0,175.5182763456786
344,21.2986301369863,7.9,False,Puzzle,PS,10.0,151.07148905866586
346,21.2986301369863,8.1,False,Simulation,PS,10.0,169.31618903511566
347,21.2986301369863,7.15,True,Role-Playing,PS,100.0,121.17008900137228
348,21.2986301369863,9.3,False,Racing,DC,80.0,335.5786589986754
352,21.2986301369863,9.3,True,Sports,N64,30.0,412.7548234135444
355,21.2986301369863,8.0,False,Adventure,PS,10.0,159.93388883933721
356,21.2986301369863,7.4,True,Shooter,N64,30.0,139.73023694902045
358,21.2986301369863,4.9,False,Puzzle,PS,10.0,27.31762169032158
360,21.2986301369863,6.0,False,Role-Playing,PS,20.0,51.14235804159002
361,21.2986301369863,6.3,False,Adventure,PS,10.0,60.68127686430175
363,21.2986301369863,7.1,True,Role-Playing,PS,20.0,117.76505335020433
364,21.2986301369863,6.4,True,Shooter,PS,60.0,79.01517767450392
365,21.2986301369863,9.3,True,Role-Playing,PS,60.0,412.7548234135444
366,21.2986301369863,7.4,True,Role-Playing,PS,60.0,139.73023694902045
368,21.2986301369863,7.9,True,Racing,PS,220.0,185.81481306139005
369,21.2986301369863,7.6,True,Simulation,PS,50.0,156.60526920466407
370,21.2986301369863,8.9,True,Racing,N64,10.0,328.5944374467166
371,21.2986301369863,7.4,False,Sports,PS,30.0,113.60372520695964
373,21.2986301369863,7.2,False,Simulation,PS,20.0,101.36233296668095
374,21.2986301369863,8.3,False,Racing,PS,70.0,189.76427682024325
375,21.2986301369863,7.9,False,Fighting,PS2,100.0,151.07148905866586
376,21.2986301369863,9.6,False,Sports,DC,20.0,398.1697812973309
379,21.2986301369863,6.6,False,Strategy,PS,10.0,71.9993661396603
380,21.2986301369863,5.1,False,Action,PS,70.0,30.616734017310858
381,20.295890410958904,6.5,False,Adventure,GBA,10.0,66.38311820768628
384,20.295890410958904,9.5,False,Action,PS2,1300.0,367.11089382812787
387,20.295890410958904,7.2,True,Puzzle,GBA,10.0,121.69181923079888
388,20.295890410958904,8.7,False,Platform,PS2,40.0,232.66624056946011
393,20.295890410958904,9.1,True,Sports,PS2,460.0,359.47040851155896
394,20.295890410958904,7.0,False,Role-Playing,PS2,20.0,88.27700410107883
396,20.295890410958904,7.2,False,Platform,GBA,10.0,98.93809882305219
400,20.295890410958904,6.6,False,Action,GBA,10.0,70.27739194464282
402,20.295890410958904,8.8,True,Puzzle,GBA,10.0,302.9627141592011
405,20.295890410958904,8.25,False,Action,PS2,720.0,180.02069292172035
407,20.295890410958904,9.4,True,Platform,PS2,30.0,426.51774808026414
408,20.295890410958904,7.0,True,Racing,PS2,30.0,108.5788927935413
409,20.295890410958904,6.0,True,Racing,GC,10.0,61.399598920831295
411,20.295890410958904,7.5,False,Racing,GBA,10.0,117.39173548131966
414,20.295890410958904,6.0,False,Racing,PS2,50.0,49.91921087319499
416,20.295890410958904,6.9,False,Platform,PS2,820.0,83.38531974661636
417,20.295890410958904,6.5,False,Sports,GC,10.0,66.38311820768628
419,20.295890410958904,7.0,False,Adventure,GC,10.0,88.27700410107883
421,20.295890410958904,7.8,False,Simulation,PS2,50.0,139.2872889539013
422,20.295890410958904,7.2,False,Adventure,PS,10.0,98.93809882305219
423,20.295890410958904,7.7,False,Shooter,PS,20.0,131.56897704368828
425,20.295890410958904,4.6,True,Sports,PS2,20.0,27.640997387177293
426,20.295890410958904,5.6,False,Shooter,GBA,10.0,39.74072278309146
427,20.295890410958904,8.9,False,Platform,GBA,20.0,260.76502863522074
429,20.295890410958904,8.2,False,Racing,PS2,220.0,174.96187946042568
430,20.295890410958904,6.4,True,Shooter,PS2,20.0,77.12540969090409
431,20.295890410958904,9.0,False,Puzzle,GC,40.0,276.0624480687848
432,20.295890410958904,3.0,False,Platform,PS2,160.0,9.02668085295545
433,20.295890410958904,8.6,False,Shooter,XB,50.0,219.77353062314123
435,20.295890410958904,8.6,True,Sports,GC,20.0,270.31690600946087
436,20.295890410958904,8.2,True,Role-Playing,PS2,190.0,215.19950010013864
437,20.295890410958904,8.4,True,Racing,XB,90.0,241.18885347762702
439,20.295890410958904,8.4,False,Shooter,PS2,80.0,196.09178966361205
440,20.295890410958904,6.7,False,Platform,PS2,20.0,74.40011785962002
442,20.295890410958904,8.4,True,Racing,PS2,80.0,241.18885347762702
444,20.295890410958904,6.7,False,Role-Playing,PS,40.0,74.40011785962002
445,20.295890410958904,9.1,True,Sports,GC,20.0,359.47040851155896
447,20.295890410958904,6.8,False,Racing,PS,10.0,78.76469778340014
448,20.295890410958904,9.2,False,Platform,N64,20.0,309.40213758374904
450,20.295890410958904,8.5,True,Sports,N64,10.0,255.33786369444167
451,20.295890410958904,6.7,False,Adventure,GBA,70.0,74.40011785962002
452,20.295890410958904,7.9,False,Fighting,PS2,60.0,147.4583849480369
454,20.295890410958904,7.5,False,Simulation,PS2,80.0,117.39173548131966
455,20.295890410958904,8.9,True,Simulation,PS2,170.0,320.7356024006974
457,20.295890410958904,8.9,True,Racing,PS2,50.0,320.7356024006974
459,20.295890410958904,9.4,True,Strategy,GBA,10.0,426.51774808026414
460,20.295890410958904,7.5,True,Role-Playing,PS,50.0,144.3894113927932
461,20.295890410958904,8.1,False,Shooter,PS2,220.0,165.2667352142081
462,20.295890410958904,6.9,False,Action,GBA,10.0,83.38531974661636
465,20.295890410958904,8.4,True,Racing,GC,20.0,241.18885347762702
466,20.295890410958904,7.2,False,Platform,PS,10.0,98.93809882305219
468,20.295890410958904,7.2,False,Racing,GC,10.0,98.93809882305219
469,20.295890410958904,9.2,False,Simulation,GC,90.0,309.40213758374904
471,20.295890410958904,9.3,True,Adventure,GBC,60.0,402.88316491298986
472,20.295890410958904,8.4,False,Platform,GBA,10.0,196.09178966361205
475,20.295890410958904,9.2,True,Role-Playing,PS,30.0,380.55824241987204
476,20.295890410958904,7.0,False,Fighting,PS,10.0,88.27700410107883
478,20.295890410958904,8.4,True,Sports,GC,10.0,241.18885347762702
480,20.295890410958904,8.8,True,Adventure,PS2,60.0,302.9627141592011
481,20.295890410958904,9.1,False,Shooter,PS2,200.0,292.25726943753637
483,20.295890410958904,7.1,False,Adventure,PS2,70.0,93.45565234674419
484,20.295890410958904,9.4,True,Adventure,GBC,60.0,426.51774808026414
485,20.295890410958904,8.0,False,Racing,PS2,70.0,156.10882697759914
486,20.295890410958904,8.0,True,Action,PS,220.0,192.01063471884493
487,20.295890410958904,9.2,True,Sports,PS2,220.0,380.55824241987204
488,20.295890410958904,6.1,True,Racing,PS2,420.0,65.00152139740109
489,20.295890410958904,8.0,False,Strategy,PS2,10.0,156.10882697759914
491,20.295890410958904,8.9,True,Sports,GBA,20.0,320.7356024006974
492,20.295890410958904,6.6,True,Action,GBA,80.0,86.43974139663628
493,20.295890410958904,8.95,True,Platform,PS2,330.0,330.009288691362
495,19.295890410958904,8.2,False,Fighting,PS2,150.0,170.78869593274243
496,19.295890410958904,8.4,False,Adventure,GC,10.0,191.41461638985783
499,19.295890410958904,7.6,True,Action,GC,40.0,149.21381030676628
502,19.295890410958904,9.0,True,Shooter,PS2,990.0,331.45215340653976
503,19.295890410958904,6.2,True,Platform,PS2,150.0,67.17337919646882
505,19.295890410958904,7.6,True,Sports,GC,10.0,149.21381030676628
507,19.295890410958904,7.9,True,Platform,GBA,50.0,177.04472147801619
508,19.295890410958904,6.0,False,Misc,GBA,10.0,48.728539915764614
510,19.295890410958904,4.0,True,Adventure,GC,10.0,19.165558186245235
513,19.295890410958904,7.0,False,Role-Playing,PS,80.0,86.17142464271923
516,19.295890410958904,9.6,False,Action,PS2,1780.0,379.37695531011616
518,19.295890410958904,8.0,False,Action,PS2,220.0,152.3853256796137
519,19.295890410958904,8.3,False,Platform,GBA,80.0,180.8077783605838
520,19.295890410958904,7.9,False,Racing,GC,10.0,143.9412136363106
523,19.295890410958904,6.5,False,Role-Playing,GBA,50.0,64.79975081202895
525,19.295890410958904,8.7,True,Racing,PS2,90.0,279.348846615084
527,19.295890410958904,7.3,False,Shooter,XB,10.0,102.24385962578879
529,19.295890410958904,8.0,False,Action,PS2,30.0,152.3853256796137
530,19.295890410958904,9.2,True,Sports,GC,10.0,371.4811829284649
531,19.295890410958904,8.6,False,Shooter,PS2,230.0,214.5315014414375
532,19.295890410958904,8.7,True,Racing,PS2,60.0,279.348846615084
534,19.295890410958904,9.0,False,Sports,GC,10.0,269.4778179513818
536,19.295890410958904,7.7,True,Action,XB,50.0,157.9672319350016
537,19.295890410958904,7.1,False,Shooter,GC,10.0,91.22655198416756
540,19.295890410958904,4.6,False,Puzzle,GC,10.0,21.93671405295848
541,19.295890410958904,6.6,False,Shooter,PS2,10.0,68.60113849254007
542,19.295890410958904,8.0,False,Action,GBA,20.0,152.3853256796137
543,19.295890410958904,7.3,False,Shooter,PS2,70.0,102.24385962578879
544,19.295890410958904,9.2,True,Sports,GC,20.0,371.4811829284649
545,19.295890410958904,7.9,True,Sports,PS2,60.0,177.04472147801619
546,19.295890410958904,8.0,True,Shooter,GC,20.0,187.43080498439164
547,19.295890410958904,6.8,False,Shooter,XB,10.0,76.88600546272812
548,19.295890410958904,6.0,False,Platform,GC,20.0,48.728539915764614
549,19.295890410958904,7.8,False,Action,XB,10.0,135.96501428658127
550,19.295890410958904,6.7,False,Role-Playing,PS2,20.0,72.62552931915064
551,19.295890410958904,7.4,False,Shooter,GC,10.0,108.24185411679898
552,19.295890410958904,4.2,False,Action,GBA,10.0,17.463835198939176
553,19.295890410958904,7.5,True,Platform,GC,10.0,140.94544111164075
554,19.295890410958904,6.7,False,Racing,PS2,80.0,72.62552931915064
555,19.295890410958904,3.8,False,Platform,GC,10.0,13.902972848140626
556,19.295890410958904,6.4,True,Misc,GBA,10.0,75.2858176021559
557,19.295890410958904,7.6,True,Role-Playing,PS2,40.0,149.21381030676628
558,19.295890410958904,3.0,False,Misc,GBA,10.0,8.811376833809218
559,19.295890410958904,6.8,True,Platform,XB,20.0,94.56819960612101
560,19.295890410958904,7.3,False,Shooter,GC,10.0,102.24385962578879
561,19.295890410958904,6.5,False,Fighting,XB,20.0,64.79975081202895
562,19.295890410958904,7.3,True,Simulation,PC,170.0,125.75783677926984
563,19.295890410958904,8.3,True,Fighting,GBA,10.0,222.38983507384663
564,19.295890410958904,8.2,False,Role-Playing,GC,10.0,170.78869593274243
565,19.295890410958904,3.8,False,Action,PS2,60.0,13.902972848140626
566,19.295890410958904,9.3,True,Adventure,GC,10.0,393.273612291694
567,19.295890410958904,9.4,True,Sports,PS2,560.0,416.34446435673334
568,19.295890410958904,9.6,True,Sports,PS2,350.0,466.62582377389265
569,19.295890410958904,8.7,False,Sports,PS2,40.0,227.116695002238
570,19.295890410958904,6.3,False,Role-Playing,PS,30.0,57.81724064066559
571,19.295890410958904,8.2,True,Action,PS2,230.0,210.0665705056855
572,19.295890410958904,8.5,False,Role-Playing,GBA,10.0,202.64368988930536
574,19.295890410958904,5.0,False,Platform,GBA,10.0,27.555197238147162
575,19.295890410958904,8.6,False,Action,GC,10.0,214.5315014414375
576,19.295890410958904,8.0,True,Shooter,PS2,240.0,187.43080498439164
577,19.295890410958904,8.3,True,Action,PS2,700.0,222.38983507384663
578,19.295890410958904,9.1,True,Sports,GC,10.0,350.8963351641741
579,19.295890410958904,8.7,False,Action,XB,30.0,227.116695002238
580,19.295890410958904,7.9,True,Fighting,PS2,290.0,177.04472147801619
581,19.295890410958904,5.3,True,Misc,GC,20.0,40.21381810806914
582,19.295890410958904,7.4,False,Role-Playing,PS2,40.0,108.24185411679898
583,19.295890410958904,5.1,True,Misc,GC,10.0,35.880570056182734
585,19.295890410958904,8.1,True,Sports,PS2,60.0,198.4261737024406
587,19.295890410958904,6.3,False,Action,GBA,10.0,57.81724064066559
588,19.295890410958904,8.2,False,Role-Playing,XB,110.0,170.78869593274243
590,19.295890410958904,4.7,False,Fighting,GBA,10.0,23.223601016362228
591,19.295890410958904,7.1,True,Platform,GC,10.0,112.20677580394121
592,19.295890410958904,8.6,False,Role-Playing,PS2,80.0,214.5315014414375
597,19.295890410958904,5.6,False,Racing,PS2,140.0,38.79282870348917
600,19.295890410958904,8.2,True,Racing,XB,30.0,210.0665705056855
601,19.295890410958904,7.7,False,Racing,GC,10.0,128.4307992334925
602,19.295890410958904,6.9,True,Action,GBA,10.0,100.11591212732563
603,19.295890410958904,8.0,False,Misc,GBA,10.0,152.3853256796137
604,19.295890410958904,6.8,False,Action,GBA,10.0,76.88600546272812
605,19.295890410958904,5.0,False,Adventure,GBA,10.0,27.555197238147162
606,19.295890410958904,9.1,False,Shooter,PS2,90.0,285.2863611092552
607,19.295890410958904,7.9,True,Adventure,XB,10.0,177.04472147801619
608,19.295890410958904,7.5,False,Fighting,GC,20.0,114.5917126517318
609,19.295890410958904,7.5,True,Racing,GC,20.0,140.94544111164075
610,19.295890410958904,5.0,False,Platform,GC,20.0,27.555197238147162
611,19.295890410958904,7.8,False,Racing,PS2,40.0,135.96501428658127
612,19.295890410958904,8.2,False,Fighting,PS2,80.0,170.78869593274243
613,19.295890410958904,8.8,True,Racing,GC,10.0,295.7364600052649
614,19.295890410958904,8.7,False,Platform,PS2,100.0,227.116695002238
615,19.295890410958904,8.4,True,Sports,GC,10.0,235.43602689907337
616,19.295890410958904,8.1,True,Shooter,GC,20.0,198.4261737024406
617,19.295890410958904,9.2,False,Action,XB,130.0,302.02229056806505
618,19.295890410958904,7.5,True,Shooter,GC,20.0,140.94544111164075
